"site","countUndamagedFruitNumberPerPlant","countDamagedFruitNumberPerPlant","permanentPlot","year"
"OSR",16,1,0,2019
"OSR",38,0,0,2019
"OSR",14,0,0,2019
"OSR",17,0,0,2019
"OSR",7,0,0,2019
"OSR",4,0,0,2019
"OSR",20,0,0,2019
"OSR",3,0,0,2019
"OSR",16,0,0,2019
"OSR",8,0,0,2019
"OSR",11,0,0,2019
"OSR",26,0,0,2019
"OSR",5,0,0,2019
"OSR",4,0,0,2019
"OSR",24,0,0,2019
"OSR",24,0,0,2019
"OSR",11,2,0,2019
"OSR",17,0,0,2019
"OSR",5,1,0,2019
"OSR",33,1,0,2019
"OSR",3,0,0,2019
"OSR",13,0,0,2019
"OSR",12,1,0,2019
"OSR",6,0,0,2019
"OSR",11,0,0,2019
"OSR",27,0,0,2019
"OSR",4,1,0,2019
"OSR",16,0,0,2019
"OSR",20,0,0,2019
"OSR",8,0,0,2019
"OSR",9,0,0,2019
"OSR",15,0,0,2019
"OSR",20,0,0,2019
"OSR",3,0,0,2019
"OSR",4,0,0,2019
"OSR",8,0,0,2019
"OSR",5,0,0,2019
"OSR",3,0,0,2019
"OSR",12,0,0,2019
"OSR",22,0,0,2019
"OSR",14,0,0,2019
"OSR",2,0,0,2019
"OSR",27,0,0,2019
"OSR",13,0,0,2019
"OSR",15,0,0,2019
"OSR",6,1,0,2019
"OSR",8,1,0,2019
"OSR",30,0,0,2019
"OSR",11,0,0,2019
"OSR",35,2,0,2019
"OSR",19,0,0,2019
"OSR",18,0,0,2019
"OSR",89,5,0,2019
"OSR",9,0,0,2019
"OSR",15,0,0,2019
"OSR",6,1,0,2019
"OSR",23,0,0,2019
"OSR",34,0,0,2019
"OSR",7,0,0,2019
"OSR",15,0,0,2019
"OSR",30,0,0,2019
"OSR",2,0,0,2019
"OSR",3,0,0,2019
"OSR",6,0,0,2019
"OSR",9,0,0,2019
"OSR",13,0,0,2019
"OSR",9,0,0,2019
"OSR",13,0,0,2019
"OSR",17,1,0,2019
"OSR",12,0,0,2019
"OSR",3,0,0,2019
"OSR",10,0,0,2019
"OSR",9,0,0,2019
"OSR",14,0,0,2019
"OSR",8,0,0,2019
"OSR",5,0,0,2019
"OSR",10,0,0,2019
"OSR",3,0,0,2019
"OSR",2,0,0,2019
"OSR",7,0,0,2019
"OSR",4,0,0,2019
"OSR",7,0,0,2019
"OSR",8,1,0,2019
"OSR",15,1,0,2019
"OSR",22,1,0,2019
"S22",13,0,1,2019
"S22",5,0,1,2019
"S22",5,2,1,2019
"S22",15,0,1,2019
"S22",16,0,1,2019
"S22",11,0,1,2019
"S22",9,4,1,2019
"S22",1,0,1,2019
"S22",2,0,1,2019
"S22",11,0,1,2019
"S22",7,0,1,2019
"S22",3,0,1,2019
"S22",4,0,1,2019
"S22",5,0,1,2019
"S22",4,0,1,2019
"S22",3,0,1,2019
"S22",4,0,1,2019
"S22",4,0,1,2019
"S22",3,0,1,2019
"S22",3,0,1,2019
"S22",4,0,1,2019
"S22",5,0,1,2019
"S22",3,0,1,2019
"S22",3,0,1,2019
"S22",0,0,1,2019
"S22",7,0,1,2019
"S22",12,0,1,2019
"S22",9,0,1,2019
"S22",12,0,1,2019
"S22",6,0,1,2019
"S22",7,0,1,2019
"S22",5,0,1,2019
"S22",2,1,1,2019
"S22",7,0,1,2019
"S22",4,0,1,2019
"S22",7,0,1,2019
"S22",12,3,1,2019
"S22",1,0,1,2019
"S22",24,0,1,2019
"S22",3,0,0,2019
"S22",3,0,0,2019
"S22",3,0,0,2019
"S22",7,0,0,2019
"S22",9,0,0,2019
"S22",2,0,0,2019
"S22",7,0,0,2019
"S22",3,0,0,2019
"S22",8,0,0,2019
"S22",5,0,0,2019
"S22",4,0,0,2019
"S22",2,0,0,2019
"S22",7,0,0,2019
"S22",17,0,0,2019
"S22",5,0,0,2019
"S22",1,0,0,2019
"S22",5,0,0,2019
"S22",18,0,0,2019
"S22",10,0,0,2019
"S22",4,0,0,2019
"S22",22,0,0,2019
"S22",16,0,0,2019
"S22",7,0,0,2019
"S22",7,0,0,2019
"S22",4,0,0,2019
"S22",2,0,0,2019
"S22",5,0,0,2019
"S22",1,0,0,2019
"S22",2,0,0,2019
"S22",3,0,0,2019
"S22",5,0,0,2019
"S22",2,0,0,2019
"S22",4,0,0,2019
"S22",15,0,0,2019
"S22",10,0,0,2019
"S22",3,0,0,2019
"S22",4,0,0,2019
"S22",5,0,0,2019
"S22",5,0,0,2019
"S22",2,0,0,2019
"S22",14,0,0,2019
"S22",11,0,0,2019
"S22",10,0,0,2019
"S22",5,0,0,2019
"S22",6,0,0,2019
"S22",3,0,0,2019
"S22",2,0,0,2019
"S22",2,0,0,2019
"S22",5,0,0,2019
"S22",4,0,0,2019
"S22",3,0,0,2019
"S22",3,0,0,2019
"S22",3,0,0,2019
"S22",13,0,0,2019
"S22",3,0,0,2019
"S22",5,0,0,2019
"S22",4,0,0,2019
"S22",6,0,0,2019
"S22",3,0,0,2019
"S22",4,0,0,2019
"S22",2,0,0,2019
"S22",2,0,0,2019
"S22",3,0,0,2019
"S22",8,0,0,2019
"S22",2,0,0,2019
"S22",4,0,0,2019
"S22",7,0,0,2019
"S22",4,0,0,2019
"S22",2,0,0,2019
"S22",3,0,0,2019
"S22",6,0,0,2019
"S22",15,0,0,2019
"S22",8,0,0,2019
"S22",8,0,0,2019
"S22",22,0,0,2019
"S22",14,0,0,2019
"S22",10,0,0,2019
"S22",5,0,0,2019
"S22",7,0,0,2019
"S22",8,0,0,2019
"S22",7,0,0,2019
"S22",4,0,0,2019
"S22",4,0,0,2019
"S22",6,0,0,2019
"S22",12,0,0,2019
"S22",10,0,0,2019
"S22",12,0,0,2019
"S22",27,0,0,2019
"S22",6,0,0,2019
"S22",11,0,0,2019
"S22",23,0,0,2019
"S22",15,1,0,2019
"S22",15,0,0,2019
"S22",13,0,0,2019
"S22",3,0,0,2019
"S22",14,0,0,2019
"S22",7,0,0,2019
"S22",16,0,0,2019
"S22",10,0,0,2019
"S22",11,0,0,2019
"S22",10,0,0,2019
"S22",5,0,0,2019
"S22",5,0,0,2019
"S22",62,0,0,2019
"S22",6,0,0,2019
"S22",8,0,0,2019
"S22",3,0,0,2019
"S22",6,0,0,2019
"S22",26,0,0,2019
"S22",11,0,0,2019
"S22",19,0,0,2019
"S22",9,0,0,2019
"S22",8,0,0,2019
"S22",9,0,0,2019
"S22",9,0,0,2019
"S22",37,0,0,2019
"S22",30,0,0,2019
"S22",4,0,0,2019
"S22",13,0,0,2019
"S22",7,0,0,2019
"S22",15,0,0,2019
"S22",18,0,0,2019
"S22",7,0,0,2019
"S22",15,0,0,2019
"S22",8,0,0,2019
"S22",4,0,0,2019
"S22",20,0,0,2019
"S22",17,0,0,2019
"S22",2,0,0,2019
"S22",13,0,0,2019
"S22",6,0,0,2019
"S22",12,0,0,2019
"S22",5,4,0,2019
"S22",2,0,0,2019
"S22",3,0,0,2019
"S22",7,0,0,2019
"S22",12,0,0,2019
"S22",7,0,0,2019
"S22",4,0,0,2019
"S22",6,0,0,2019
"S22",5,0,0,2019
"S22",6,0,0,2019
"S22",5,0,0,2019
"S22",7,0,0,2019
"S22",13,0,0,2019
"S22",3,0,0,2019
"S22",6,0,0,2019
"S22",5,0,0,2019
"S22",16,0,0,2019
"S22",3,0,0,2019
"S22",5,0,0,2019
"S22",27,0,0,2019
"S22",5,0,0,2019
"S22",3,0,0,2019
"S22",4,0,0,2019
"S22",4,0,0,2019
"S22",9,0,0,2019
"S22",6,0,0,2019
"SM",27,0,1,2019
"SM",51,0,1,2019
"SM",48,0,1,2019
"SM",16,0,1,2019
"SM",13,0,1,2019
"SM",5,0,1,2019
"SM",11,0,1,2019
"SM",23,0,1,2019
"SM",10,0,1,2019
"SM",21,0,1,2019
"SM",4,0,1,2019
"SM",4,0,1,2019
"SM",6,0,1,2019
"SM",8,0,1,2019
"SM",13,0,1,2019
"SM",6,0,1,2019
"SM",19,0,1,2019
"SM",20,0,1,2019
"SM",4,0,1,2019
"SM",17,0,1,2019
"SM",6,0,1,2019
"SM",26,0,1,2019
"SM",13,0,1,2019
"SM",3,0,1,2019
"SM",7,0,1,2019
"SM",6,0,1,2019
"SM",8,0,1,2019
"SM",4,0,1,2019
"SM",2,0,1,2019
"SM",2,0,1,2019
"SM",4,0,1,2019
"SM",3,0,1,2019
"SM",5,0,1,2019
"SM",4,0,1,2019
"SM",4,0,1,2019
"SM",3,0,1,2019
"SM",3,0,1,2019
"SM",2,0,1,2019
"SM",6,0,1,2019
"SM",2,0,1,2019
"SM",2,0,1,2019
"SM",6,0,1,2019
"SM",3,0,1,2019
"SM",4,0,1,2019
"SM",3,0,1,2019
"SM",9,0,1,2019
"SM",4,0,1,2019
"SM",11,0,1,2019
"SM",10,0,1,2019
"SM",23,0,1,2019
"SM",24,0,1,2019
"SM",4,0,1,2019
"SM",5,0,1,2019
"SM",7,0,1,2019
"SM",4,0,1,2019
"SM",7,0,1,2019
"SM",3,0,1,2019
"SM",3,0,1,2019
"SM",6,0,1,2019
"SM",5,0,1,2019
"SM",19,0,1,2019
"SM",6,0,1,2019
"SM",11,0,1,2019
"SM",2,0,1,2019
"SM",6,0,0,2019
"SM",19,0,0,2019
"SM",8,0,0,2019
"SM",64,0,0,2019
"SM",23,0,0,2019
"SM",38,0,0,2019
"SM",42,0,0,2019
"SM",20,0,0,2019
"SM",17,0,0,2019
"SM",58,0,0,2019
"SM",20,0,0,2019
"SM",22,0,0,2019
"SM",6,0,0,2019
"SM",13,0,0,2019
"SM",10,0,0,2019
"SM",8,0,0,2019
"SM",9,0,0,2019
"SM",12,0,0,2019
"SM",9,0,0,2019
"SM",8,0,0,2019
"SM",11,0,0,2019
"SM",5,0,0,2019
"SM",10,0,0,2019
"SM",8,0,0,2019
"SM",13,0,0,2019
"SM",7,0,0,2019
"SM",11,0,0,2019
"SM",6,0,0,2019
"SM",16,0,0,2019
"SM",10,0,0,2019
"SM",10,0,0,2019
"SM",16,0,0,2019
"SM",7,0,0,2019
"SM",23,0,0,2019
"SM",6,0,0,2019
"SM",9,0,0,2019
"SM",10,0,0,2019
"SM",7,0,0,2019
"SM",20,0,0,2019
"SM",13,0,0,2019
"SM",8,0,0,2019
"SM",13,0,0,2019
"SM",16,0,0,2019
"SM",1,0,0,2019
"SM",14,0,0,2019
"SM",13,0,0,2019
"SM",6,0,0,2019
"SM",9,0,0,2019
"SM",13,0,0,2019
"SM",3,0,0,2019
"SM",12,0,0,2019
"SM",15,0,0,2019
"SM",13,0,0,2019
"SM",11,0,0,2019
"SM",37,0,0,2019
"SM",9,0,0,2019
"SM",4,0,0,2019
"SM",16,0,0,2019
"SM",15,0,0,2019
"SM",18,0,0,2019
"SM",11,0,0,2019
"SM",9,0,0,2019
"SM",57,0,0,2019
"SM",58,0,0,2019
"SM",22,0,0,2019
"SM",8,0,0,2019
"SM",6,0,0,2019
"SM",56,0,0,2019
"SM",6,0,0,2019
"SM",13,0,0,2019
"SM",13,0,0,2019
"SM",9,1,0,2019
"SM",23,0,0,2019
"SM",15,0,0,2019
"URS",54,6,1,2019
"URS",5,0,1,2019
"URS",3,19,0,2019
"URS",4,18,0,2019
"URS",0,5,0,2019
"URS",0,11,0,2019
"URS",21,32,0,2019
"URS",6,36,0,2019
"URS",3,11,0,2019
"URS",0,14,0,2019
"URS",6,29,0,2019
"URS",1,37,0,2019
"BG",0,1,1,2020
"BG",1,0,1,2020
"BG",1,0,1,2020
"BG",1,0,1,2020
"BG",1,0,1,2020
"BG",0,2,1,2020
"BG",1,0,1,2020
"BG",1,0,1,2020
"BG",0,1,1,2020
"BG",0,1,1,2020
"BG",0,1,1,2020
"BG",0,2,1,2020
"BG",0,3,1,2020
"BG",0,1,1,2020
"BG",1,0,1,2020
"BG",0,1,1,2020
"BG",1,2,1,2020
"BG",0,2,1,2020
"BG",0,1,1,2020
"BG",0,1,1,2020
"BG",0,1,1,2020
"BG",0,1,1,2020
"BG",0,1,1,2020
"BG",1,0,1,2020
"BG",1,1,1,2020
"BG",0,2,1,2020
"BG",0,1,1,2020
"BG",0,1,1,2020
"BG",0,1,1,2020
"BG",2,0,1,2020
"BG",0,3,1,2020
"BG",0,2,1,2020
"BG",0,1,1,2020
"BG",0,3,1,2020
"BG",0,3,1,2020
"BG",0,4,1,2020
"BG",0,3,1,2020
"BG",0,4,1,2020
"BG",0,2,1,2020
"BG",0,2,1,2020
"BG",0,2,1,2020
"BG",0,1,1,2020
"BG",0,1,1,2020
"BG",0,4,1,2020
"BG",0,1,1,2020
"BG",0,2,1,2020
"BG",0,2,1,2020
"BG",0,1,1,2020
"BG",5,0,1,2020
"BG",3,2,1,2020
"BG",0,2,1,2020
"BG",1,0,1,2020
"BG",1,0,1,2020
"BG",0,1,1,2020
"BG",0,1,1,2020
"BG",0,1,1,2020
"BG",1,0,1,2020
"BG",1,0,1,2020
"BG",0,1,1,2020
"BG",0,1,1,2020
"BG",0,1,1,2020
"BG",0,1,1,2020
"BG",1,2,1,2020
"BG",0,3,1,2020
"BG",1,0,1,2020
"BG",0,3,1,2020
"BG",0,6,1,2020
"BG",0,3,1,2020
"BG",1,0,1,2020
"BG",0,4,1,2020
"BG",0,4,1,2020
"BG",1,1,1,2020
"BG",0,4,1,2020
"BG",0,5,1,2020
"BG",0,4,1,2020
"BG",1,5,1,2020
"BG",4,8,1,2020
"BG",0,2,1,2020
"BG",0,3,1,2020
"BG",0,2,1,2020
"BG",1,0,1,2020
"BG",0,8,1,2020
"BG",0,3,1,2020
"BG",0,2,1,2020
"BG",0,1,1,2020
"BG",1,0,1,2020
"BG",1,2,1,2020
"BG",0,1,1,2020
"BG",1,0,1,2020
"BG",0,1,1,2020
"BG",0,1,1,2020
"BG",0,1,1,2020
"BG",1,0,1,2020
"BG",1,2,1,2020
"BG",0,4,1,2020
"BG",2,0,1,2020
"BG",1,3,1,2020
"BG",1,0,1,2020
"BG",1,0,1,2020
"BG",0,2,1,2020
"BG",0,2,0,2020
"BG",0,1,0,2020
"BG",1,0,0,2020
"BG",0,1,0,2020
"BG",0,1,0,2020
"BG",0,1,0,2020
"BG",2,4,0,2020
"BG",0,3,0,2020
"BG",0,2,0,2020
"BG",0,8,0,2020
"BG",0,11,0,2020
"BG",0,1,0,2020
"BG",0,1,0,2020
"BG",1,0,0,2020
"BG",0,1,0,2020
"BG",0,1,0,2020
"BG",0,3,0,2020
"BG",6,0,0,2020
"BG",0,2,0,2020
"BG",0,6,0,2020
"BG",1,2,0,2020
"BG",1,6,0,2020
"BG",0,1,0,2020
"BG",0,2,0,2020
"BG",1,0,0,2020
"BG",2,0,0,2020
"BG",1,3,0,2020
"BG",4,0,0,2020
"BG",0,2,0,2020
"BG",0,1,0,2020
"BG",0,4,0,2020
"BG",0,1,0,2020
"BG",0,2,0,2020
"BG",0,1,0,2020
"BG",1,0,0,2020
"BG",0,1,0,2020
"BG",0,4,0,2020
"BG",0,2,0,2020
"BG",1,0,0,2020
"BG",1,0,0,2020
"BG",0,1,0,2020
"BG",0,4,0,2020
"BG",0,2,0,2020
"BG",0,2,0,2020
"BG",15,0,0,2020
"BG",11,0,0,2020
"BG",9,5,0,2020
"BG",1,3,0,2020
"BG",4,0,0,2020
"BG",4,7,0,2020
"BG",0,2,0,2020
"BG",5,2,0,2020
"BG",1,1,0,2020
"BG",0,2,0,2020
"BG",1,2,0,2020
"BG",0,3,0,2020
"BG",0,5,0,2020
"BG",0,3,0,2020
"BG",0,3,0,2020
"BG",0,1,0,2020
"BG",2,1,0,2020
"BG",1,0,0,2020
"BG",0,1,0,2020
"BG",0,2,0,2020
"BG",1,0,0,2020
"BG",1,0,0,2020
"BG",1,2,0,2020
"BG",0,1,0,2020
"BG",0,1,0,2020
"BG",0,1,0,2020
"BG",0,1,0,2020
"BG",1,1,0,2020
"BG",0,7,0,2020
"BG",0,1,0,2020
"BG",0,1,0,2020
"BG",0,2,0,2020
"BG",1,2,0,2020
"BG",0,1,0,2020
"BG",0,1,0,2020
"BG",0,1,0,2020
"BG",0,1,0,2020
"BG",1,1,0,2020
"BG",0,4,0,2020
"BG",0,4,0,2020
"BG",0,2,0,2020
"BG",0,1,0,2020
"BG",0,4,0,2020
"BG",0,3,0,2020
"BG",0,2,0,2020
"BG",0,3,0,2020
"BG",0,3,0,2020
"BG",0,3,0,2020
"BG",0,5,0,2020
"BG",6,0,0,2020
"BR",1,2,1,2020
"BR",1,0,1,2020
"BR",2,0,1,2020
"BR",0,3,1,2020
"BR",2,0,1,2020
"BR",2,0,1,2020
"BR",0,5,1,2020
"BR",0,1,1,2020
"BR",1,0,1,2020
"BR",1,0,1,2020
"BR",2,0,1,2020
"BR",0,2,1,2020
"BR",0,1,1,2020
"BR",0,1,1,2020
"BR",1,0,1,2020
"BR",1,0,1,2020
"BR",0,1,1,2020
"BR",3,0,1,2020
"BR",0,1,1,2020
"BR",3,1,1,2020
"BR",0,3,1,2020
"BR",0,1,1,2020
"BR",1,0,1,2020
"BR",1,0,1,2020
"BR",1,0,1,2020
"BR",0,1,1,2020
"BR",0,2,1,2020
"BR",1,1,1,2020
"BR",0,1,1,2020
"BR",1,0,1,2020
"BR",1,0,1,2020
"BR",1,0,1,2020
"BR",2,0,1,2020
"BR",1,0,1,2020
"BR",0,3,1,2020
"BR",0,2,1,2020
"BR",1,2,1,2020
"BR",0,1,1,2020
"BR",0,2,1,2020
"BR",1,1,1,2020
"BR",0,2,1,2020
"BR",0,1,1,2020
"BR",1,0,1,2020
"BR",1,0,1,2020
"BR",0,1,1,2020
"BR",1,2,1,2020
"BR",0,1,1,2020
"BR",0,1,1,2020
"BR",1,0,1,2020
"BR",0,2,1,2020
"BR",1,0,1,2020
"BR",0,3,1,2020
"BR",1,0,1,2020
"BR",1,1,1,2020
"BR",0,2,1,2020
"BR",1,1,1,2020
"BR",1,1,1,2020
"BR",1,2,1,2020
"BR",1,0,1,2020
"BR",1,0,1,2020
"BR",1,0,1,2020
"BR",1,2,1,2020
"BR",9,2,1,2020
"BR",2,2,1,2020
"BR",2,1,1,2020
"BR",0,3,1,2020
"BR",0,4,1,2020
"BR",1,0,1,2020
"BR",1,0,1,2020
"BR",3,0,1,2020
"BR",1,2,1,2020
"BR",1,1,1,2020
"BR",1,1,1,2020
"BR",0,3,1,2020
"BR",1,1,1,2020
"BR",1,0,1,2020
"BR",1,0,1,2020
"BR",2,4,1,2020
"BR",3,0,1,2020
"BR",0,4,1,2020
"BR",5,0,1,2020
"BR",1,2,1,2020
"BR",2,0,1,2020
"BR",1,0,1,2020
"BR",0,3,1,2020
"BR",1,0,1,2020
"BR",1,1,1,2020
"BR",1,3,1,2020
"BR",0,2,1,2020
"BR",0,1,1,2020
"BR",0,4,1,2020
"BR",1,2,1,2020
"BR",0,2,1,2020
"BR",0,2,1,2020
"BR",2,0,1,2020
"BR",3,0,1,2020
"BR",3,0,1,2020
"BR",0,4,1,2020
"BR",1,0,1,2020
"BR",0,4,1,2020
"BR",0,3,1,2020
"BR",1,1,1,2020
"BR",2,1,1,2020
"BR",5,1,1,2020
"BR",3,0,1,2020
"BR",1,0,1,2020
"BR",1,0,1,2020
"BR",0,4,1,2020
"BR",1,0,1,2020
"BR",3,1,1,2020
"BR",0,7,1,2020
"BR",0,2,1,2020
"BR",1,0,1,2020
"BR",1,1,1,2020
"BR",5,0,1,2020
"BR",1,6,1,2020
"BR",2,0,1,2020
"BR",1,3,1,2020
"BR",2,3,1,2020
"BR",3,0,1,2020
"BR",0,2,1,2020
"BR",1,0,1,2020
"BR",0,1,1,2020
"BR",0,1,1,2020
"BR",2,5,1,2020
"BR",0,6,1,2020
"BR",1,0,1,2020
"BR",1,0,1,2020
"BR",1,0,1,2020
"BR",1,2,1,2020
"BR",1,1,1,2020
"BR",2,0,1,2020
"BR",1,0,1,2020
"BR",1,0,1,2020
"BR",1,0,1,2020
"BR",0,1,1,2020
"BR",0,3,1,2020
"BR",2,0,1,2020
"BR",0,2,1,2020
"BR",0,2,1,2020
"BR",1,0,1,2020
"BR",0,6,1,2020
"BR",0,3,1,2020
"BR",1,1,1,2020
"BR",1,1,1,2020
"BR",1,4,1,2020
"BR",0,1,1,2020
"BR",2,0,1,2020
"BR",3,4,0,2020
"BR",0,2,0,2020
"BR",0,1,0,2020
"BR",3,1,0,2020
"BR",2,5,0,2020
"BR",1,0,0,2020
"BR",3,0,0,2020
"BR",4,0,0,2020
"BR",1,0,0,2020
"BR",0,4,0,2020
"BR",3,0,0,2020
"BR",0,3,0,2020
"BR",0,2,0,2020
"BR",0,1,0,2020
"BR",0,2,0,2020
"BR",0,3,0,2020
"BR",0,4,0,2020
"BR",1,1,0,2020
"BR",2,0,0,2020
"BR",3,0,0,2020
"BR",1,1,0,2020
"BR",0,1,0,2020
"BR",0,1,0,2020
"BR",3,0,0,2020
"BR",1,0,0,2020
"BR",2,0,0,2020
"BR",0,3,0,2020
"BR",1,0,0,2020
"BR",0,1,0,2020
"BR",2,2,0,2020
"BR",1,0,0,2020
"BR",0,2,0,2020
"BR",2,2,0,2020
"BR",1,0,0,2020
"BR",1,0,0,2020
"BR",3,0,0,2020
"BR",3,0,0,2020
"BR",0,1,0,2020
"BR",1,0,0,2020
"BR",2,0,0,2020
"BR",0,3,0,2020
"BR",0,4,0,2020
"BR",1,1,0,2020
"BR",4,0,0,2020
"BR",1,0,0,2020
"BR",1,2,0,2020
"BR",0,1,0,2020
"BR",0,1,0,2020
"BR",3,0,0,2020
"BR",0,4,0,2020
"BR",1,6,0,2020
"BR",1,0,0,2020
"BR",1,0,0,2020
"BR",0,3,0,2020
"BR",1,0,0,2020
"BR",2,0,0,2020
"BR",0,3,0,2020
"BR",0,2,0,2020
"BR",0,2,0,2020
"BR",2,0,0,2020
"BR",1,1,0,2020
"BR",3,1,0,2020
"BR",0,2,0,2020
"BR",1,2,0,2020
"BR",1,0,0,2020
"BR",1,0,0,2020
"BR",2,0,0,2020
"BR",0,1,0,2020
"BR",0,2,0,2020
"BR",0,2,0,2020
"BR",0,1,0,2020
"BR",0,2,0,2020
"BR",0,1,0,2020
"BR",1,1,0,2020
"BR",1,2,0,2020
"BR",0,4,0,2020
"BR",1,3,0,2020
"BR",1,0,0,2020
"BR",1,0,0,2020
"BR",2,0,0,2020
"BR",1,0,0,2020
"BR",3,1,0,2020
"BR",4,0,0,2020
"BR",1,2,0,2020
"BR",1,0,0,2020
"BR",2,3,0,2020
"BR",1,6,0,2020
"BR",2,1,0,2020
"BR",2,0,0,2020
"BR",3,0,0,2020
"BR",4,0,0,2020
"BR",3,0,0,2020
"BR",4,0,0,2020
"BR",2,4,0,2020
"BR",0,1,0,2020
"BR",0,3,0,2020
"BR",0,1,0,2020
"BR",0,3,0,2020
"BR",0,3,0,2020
"BR",1,5,0,2020
"CF",0,2,1,2020
"CF",1,3,1,2020
"CF",1,0,1,2020
"CF",1,0,1,2020
"CF",1,0,1,2020
"CF",1,0,1,2020
"CF",0,2,1,2020
"CF",1,0,1,2020
"CF",1,0,1,2020
"CF",3,1,1,2020
"CF",1,3,1,2020
"CF",2,0,1,2020
"CF",2,0,1,2020
"CF",0,3,1,2020
"CF",0,2,1,2020
"CF",1,0,1,2020
"CF",1,0,1,2020
"CF",3,2,1,2020
"CF",2,10,1,2020
"CF",6,0,1,2020
"CF",1,0,1,2020
"CF",0,2,1,2020
"CF",1,2,1,2020
"CF",1,0,1,2020
"CF",1,0,1,2020
"CF",2,0,1,2020
"CF",1,1,1,2020
"CF",1,0,1,2020
"CF",1,0,1,2020
"CF",3,0,1,2020
"CF",2,0,1,2020
"CF",1,1,1,2020
"CF",2,0,1,2020
"CF",0,2,1,2020
"CF",0,3,1,2020
"CF",3,0,1,2020
"CF",1,0,1,2020
"CF",1,0,1,2020
"CF",0,4,1,2020
"CF",0,3,1,2020
"CF",4,0,1,2020
"CF",2,0,1,2020
"CF",4,0,1,2020
"CF",0,3,1,2020
"CF",2,0,1,2020
"CF",0,3,1,2020
"CF",1,1,1,2020
"CF",0,1,1,2020
"CF",2,1,1,2020
"CF",5,1,1,2020
"CF",2,2,1,2020
"CF",2,0,1,2020
"CF",0,3,1,2020
"CF",0,2,1,2020
"CF",0,2,1,2020
"CF",4,0,1,2020
"CF",2,2,1,2020
"CF",0,3,1,2020
"CF",2,1,1,2020
"CF",3,2,1,2020
"CF",1,1,1,2020
"CF",3,0,1,2020
"CF",0,1,1,2020
"CF",1,0,1,2020
"CF",2,0,1,2020
"CF",0,2,0,2020
"CF",12,3,0,2020
"CF",2,2,0,2020
"CF",1,0,0,2020
"CF",1,0,0,2020
"CF",1,0,0,2020
"CF",6,1,0,2020
"CF",15,3,0,2020
"CF",5,1,0,2020
"CF",1,1,0,2020
"CF",1,0,0,2020
"CF",2,0,0,2020
"CF",1,0,0,2020
"CF",2,0,0,2020
"CF",3,0,0,2020
"CF",2,0,0,2020
"CF",4,0,0,2020
"CF",1,0,0,2020
"CF",1,1,0,2020
"CF",0,1,0,2020
"CF",0,1,0,2020
"CF",1,2,0,2020
"CF",1,0,0,2020
"CF",0,1,0,2020
"CF",0,3,0,2020
"CF",1,0,0,2020
"CF",0,1,0,2020
"CF",0,1,0,2020
"CF",2,0,0,2020
"CF",1,0,0,2020
"CF",0,1,0,2020
"CF",0,1,0,2020
"CF",1,0,0,2020
"CF",0,2,0,2020
"CF",2,0,0,2020
"CF",1,0,0,2020
"CF",1,0,0,2020
"CF",11,2,0,2020
"CF",3,4,0,2020
"CF",4,10,0,2020
"CF",3,0,0,2020
"CF",4,0,0,2020
"CF",4,0,0,2020
"CF",0,3,0,2020
"CF",2,2,0,2020
"CF",17,1,0,2020
"CF",1,3,0,2020
"CF",0,4,0,2020
"CF",0,3,0,2020
"CF",0,3,0,2020
"CF",3,0,0,2020
"CF",2,0,0,2020
"CF",2,0,0,2020
"CF",1,0,0,2020
"CF",1,1,0,2020
"CF",1,0,0,2020
"CF",1,0,0,2020
"CF",2,0,0,2020
"CF",0,3,0,2020
"CF",1,0,0,2020
"CF",0,1,0,2020
"CF",1,2,0,2020
"CF",3,1,0,2020
"CF",4,2,0,2020
"CF",1,0,0,2020
"CF",1,0,0,2020
"CF",3,0,0,2020
"CF",2,0,0,2020
"CF",0,1,0,2020
"CF",2,0,0,2020
"CF",2,0,0,2020
"CF",0,3,0,2020
"CF",2,1,0,2020
"CF",7,5,0,2020
"CF",0,1,0,2020
"CF",0,3,0,2020
"CF",1,0,0,2020
"CF",0,1,0,2020
"CF",0,2,0,2020
"CF",0,1,0,2020
"CF",1,0,0,2020
"CF",2,0,0,2020
"CF",0,1,0,2020
"CF",0,2,0,2020
"CF",0,2,0,2020
"CF",4,0,0,2020
"CF",0,4,0,2020
"CF",0,2,0,2020
"CF",2,2,0,2020
"CF",0,1,0,2020
"CF",0,1,0,2020
"CF",4,2,0,2020
"CF",15,0,0,2020
"CF",11,0,0,2020
"CF",1,0,0,2020
"CF",1,0,0,2020
"CF",4,2,0,2020
"CF",2,0,0,2020
"CF",3,0,0,2020
"CF",1,1,0,2020
"CP3",1,0,1,2020
"CP3",1,0,1,2020
"CP3",1,0,1,2020
"CP3",2,0,1,2020
"CP3",3,0,1,2020
"CP3",1,0,1,2020
"CP3",2,0,1,2020
"CP3",3,0,1,2020
"CP3",4,0,1,2020
"CP3",1,0,1,2020
"CP3",3,0,1,2020
"CP3",21,0,1,2020
"CP3",8,0,1,2020
"CP3",10,0,1,2020
"CP3",1,0,1,2020
"CP3",2,0,1,2020
"CP3",2,0,1,2020
"CP3",11,0,1,2020
"CP3",6,0,1,2020
"CP3",3,0,1,2020
"CP3",5,0,1,2020
"CP3",12,4,1,2020
"CP3",0,1,1,2020
"CP3",4,1,1,2020
"CP3",4,0,1,2020
