"site","transect","position","plantNumber","countUndamagedFruitsPerPlant","year","countDamagedFruitsPerPlant"
"BG","I",4,"plant_1",1,2013,0
"BG","III",4,"plant_1",1,2013,0
"BG","III",6,"plant_1",1,2013,0
"BG","III",6,"plant_2",0,2013,1
"BG","III",7,"plant_1",0,2013,1
"BG","III",7,"plant_2",4,2013,0
"BG","III",7,"plant_3",3,2013,0
"BR","I",1,"plant_1",0,2013,3
"BR","I",1,"plant_2",1,2013,2
"BR","I",2,"plant_1",0,2013,1
"BR","I",2,"plant_2",0,2013,1
"BR","I",2,"plant_3",0,2013,1
"BR","I",2,"plant_4",1,2013,0
"BR","I",3,"plant_1",0,2013,2
"BR","I",3,"plant_2",2,2013,6
"BR","I",3,"plant_3",0,2013,2
"BR","I",3,"plant_4",5,2013,1
"BR","I",3,"plant_5",3,2013,7
"BR","I",5,"plant_1",1,2013,0
"BR","I",7,"plant_1",2,2013,0
"BR","II",1,"plant_1",0,2013,1
"BR","II",3,"plant_1",3,2013,1
"BR","II",4,"plant_1",0,2013,2
"BR","II",4,"plant_2",0,2013,1
"BR","II",4,"plant_3",1,2013,2
"BR","II",4,"plant_4",0,2013,2
"BR","II",5,"plant_1",0,2013,2
"BR","II",6,"plant_1",0,2013,1
"BR","II",8,"plant_1",0,2013,2
"BR","III",5,"plant_1",0,2013,3
"BR","III",7,"plant_1",0,2013,6
"BR","III",7,"plant_2",0,2013,5
"BR","III",7,"plant_3",0,2013,3
"BR","III",7,"plant_4",0,2013,2
"BR","III",7,"plant_5",0,2013,1
"BR","III",7,"plant_6",0,2013,2
"BR","III",7,"plant_7",0,2013,1
"BR","III",8,"plant_1",0,2013,2
"BR","IV",5,"plant_1",1,2013,0
"CF","I",3,"plant_1",2,2013,0
"CF","I",6,"plant_1",1,2013,0
"CF","II",2,"plant_1",1,2013,0
"CF","II",3,"plant_1",1,2013,0
"CF","II",7,"plant_1",1,2013,0
"CF","III",1,"plant_1",5,2013,0
"CF","III",2,"plant_1",0,2013,2
"CF","III",6,"plant_1",0,2013,1
"CF","III",6,"plant_2",0,2013,1
"CF","III",6,"plant_3",1,2013,1
"CF","IV",3,"plant_1",1,2013,0
"CF","IV",6,"plant_1",1,2013,0
"CF","IV",6,"plant_2",2,2013,0
"CP3","II",7,"plant_1",1,2013,0
"CP3","II",7,"plant_2",1,2013,0
"DEM","III",1,"plant_1",1,2013,0
"DEM","III",1,"plant_2",1,2013,0
"DEM","III",1,"plant_3",1,2013,0
"DEM","III",1,"plant_4",1,2013,0
"DEM","III",1,"plant_5",1,2013,0
"DEM","III",2,"plant_1",1,2013,0
"DEM","III",3,"plant_1",0,2013,1
"DEM","IV",2,"plant_1",4,2013,0
"DEM","IV",2,"plant_2",2,2013,0
"DEM","IV",3,"plant_1",1,2013,0
"DEM","IV",4,"plant_1",1,2013,0
"DEM","IV",4,"plant_2",3,2013,0
"DLW","III",3,"plant_1",2,2013,0
"DLW","V",3,"plant_1",1,2013,0
"EC","I",2,"plant_1",0,2013,1
"EC","I",2,"plant_2",2,2013,0
"EC","I",3,"plant_1",3,2013,0
"EC","I",4,"plant_1",0,2013,1
"EC","I",4,"plant_2",0,2013,2
"EC","II",4,"plant_1",1,2013,0
"EC","II",4,"plant_2",2,2013,0
"EC","II",4,"plant_3",0,2013,1
"EC","II",5,"plant_1",2,2013,0
"EC","II",5,"plant_2",0,2013,3
"EC","III",1,"plant_1",2,2013,1
"EC","IV",6,"plant_1",1,2013,0
"EC","IV",6,"plant_2",1,2013,0
"GCN","IV",1,"plant_1",2,2013,0
"KYE","II",7,"plant_1",3,2013,0
"KYE","III",7,"plant_1",1,2013,0
"KYE","III",7,"plant_2",1,2013,0
"KYE","III",7,"plant_3",0,2013,1
"KYE","IV",3,"plant_1",2,2013,1
"KYE","IV",3,"plant_2",1,2013,0
"LO","I",1,"plant_1",1,2013,0
"LO","II",5,"plant_1",1,2013,0
"LO","IV",4,"plant_1",1,2013,0
"LO","IV",5,"plant_1",4,2013,0
"LO","IV",5,"plant_2",1,2013,0
"LO","IV",6,"plant_1",1,2013,0
"OKRE","III",1,"plant_1",1,2013,0
"OKRE","III",2,"plant_1",1,2013,0
"OKRE","IV",4,"plant_1",2,2013,0
"OKRE","IV",4,"plant_2",1,2013,0
"OKRE","IV",4,"plant_3",2,2013,1
"OSR","III",1,"plant_1",1,2013,0
"S22","I",3,"plant_1",2,2013,0
"SM","II",3,"plant_1",2,2013,0
"SM","II",3,"plant_2",4,2013,0
"SM","II",3,"plant_3",1,2013,0
"SM","II",5,"plant_1",2,2013,0
"SM","II",5,"plant_2",2,2013,0
"SM","II",5,"plant_3",2,2013,0
"SM","II",7,"plant_1",3,2013,0
"SM","IV",5,"plant_1",1,2013,1
"BG","I",5,"plant_1",2,2014,0
"BG","III",4,"plant_1",26,2014,5
"BG","III",4,"plant_2",4,2014,2
"BR","I",3,"plant_1",9,2014,0
"BR","I",4,"plant_1",3,2014,0
"BR","II",3,"plant_1",16,2014,0
"BR","II",3,"plant_2",9,2014,0
"BR","II",6,"plant_1",5,2014,0
"BR","II",7,"plant_1",4,2014,0
"BR","III",1,"plant_1",9,2014,0
"BR","IV",7,"plant_1",20,2014,3
"CF","I",2,"plant_1",10,2014,0
"CF","I",2,"plant_2",4,2014,0
"CF","I",3,"plant_1",4,2014,0
"CF","I",3,"plant_2",7,2014,0
"CF","II",6,"plant_1",1,2014,1
"CF","II",7,"plant_1",0,2014,2
"CF","III",2,"plant_1",0,2014,1
"CF","III",5,"plant_1",3,2014,2
"CF","IV",6,"plant_1",1,2014,0
"CF","IV",6,"plant_2",1,2014,0
"CF","IV",6,"plant_3",1,2014,0
"CF","IV",6,"plant_4",1,2014,0
"CP3","III",4,"plant_1",10,2014,0
"DEM","I",1,"plant_1",5,2014,1
"DEM","III",4,"plant_1",7,2014,0
"DEM","IV",4,"plant_1",3,2014,0
"EC","IV",3,"plant_1",17,2014,0
"FR","II",5,"plant_1",4,2014,0
"FR","IV",7,"plant_1",36,2014,0
"FR","IV",7,"plant_2",11,2014,4
"FR","IV",8,"plant_1",4,2014,0
"GCN","I",2,"plant_1",1,2014,0
"GCN","I",3,"plant_1",1,2014,0
"GCN","II",5,"plant_1",1,2014,0
"GCN","II",5,"plant_2",1,2014,0
"GCN","II",5,"plant_3",1,2014,0
"GCN","II",5,"plant_4",2,2014,0
"GCN","IV",1,"plant_1",2,2014,0
"GCN","IV",2,"plant_1",1,2014,0
"GCN","IV",2,"plant_2",1,2014,0
"KYE","IV",4,"plant_1",15,2014,0
"LO","II",6,"plant_1",4,2014,0
"LO","II",7,"plant_1",4,2014,0
"MC","I",4,"plant_1",9,2014,0
"MC","III",1,"plant_1",0,2014,9
"MC","IV",1,"plant_1",1,2014,1
"OKRE","I",7,"plant_1",2,2014,2
"OKRE","I",8,"plant_1",6,2014,0
"OKRE","III",3,"plant_1",2,2014,2
"OSR","IV",5,"plant_1",4,2014,0
"BR","I",3,"plant_1",1,2015,0
"BR","I",3,"plant_2",1,2015,0
"BR","I",3,"plant_3",1,2015,0
"CF","III",7,"plant_1",2,2015,0
"CF","IV",3,"plant_1",2,2015,0
"DEM","III",4,"plant_1",1,2015,0
"DEM","III",4,"plant_2",3,2015,0
"EC","I",4,"plant_1",2,2015,0
"EC","I",4,"plant_2",5,2015,0
"EC","I",5,"plant_1",9,2015,0
"EC","IV",2,"plant_1",1,2015,0
"EC","IV",3,"plant_1",3,2015,0
"EC","IV",3,"plant_2",1,2015,0
"EC","IV",3,"plant_3",4,2015,0
"EC","IV",3,"plant_4",8,2015,0
"EC","IV",3,"plant_5",3,2015,0
"EC","IV",3,"plant_6",2,2015,0
"EC","IV",3,"plant_7",1,2015,0
"EC","IV",3,"plant_8",1,2015,0
"EC","IV",3,"plant_9",1,2015,0
"EC","IV",3,"plant_10",2,2015,0
"EC","IV",3,"plant_11",1,2015,0
"FR","IV",3,"plant_1",2,2015,0
"GCN","II",6,"plant_1",1,2015,0
"GCN","II",6,"plant_2",2,2015,0
"GCN","IV",1,"plant_1",1,2015,0
"KYE","I",1,"plant_1",1,2015,0
"KYE","II",6,"plant_1",1,2015,0
"KYE","II",7,"plant_1",3,2015,0
"KYE","II",7,"plant_2",2,2015,0
"KYE","II",7,"plant_3",1,2015,0
"KYE","II",7,"plant_4",2,2015,0
"KYE","II",7,"plant_5",1,2015,0
"KYE","II",7,"plant_6",2,2015,0
"KYE","II",7,"plant_7",1,2015,0
"KYE","III",1,"plant_1",1,2015,0
"KYE","III",4,"plant_1",1,2015,0
"KYE","III",6,"plant_1",1,2015,0
"KYE","III",6,"plant_2",2,2015,0
"KYE","III",7,"plant_1",1,2015,0
"KYE","IV",4,"plant_1",1,2015,0
"KYE","IV",4,"plant_2",2,2015,0
"KYE","IV",5,"plant_1",2,2015,0
"KYE","IV",5,"plant_2",2,2015,0
"KYE","IV",6,"plant_1",1,2015,0
"LCE","IV",7,"plant_1",2,2015,0
"LO","IV",2,"plant_1",3,2015,0
"OKRE","IV",4,"plant_1",0,2015,1
"S22","I",2,"plant_1",17,2015,0
"S22","II",1,"plant_1",1,2015,0
"S22","II",1,"plant_2",0,2015,1
"S22","II",6,"plant_1",1,2015,0
"SM","I",5,"plant_1",1,2015,0
"SM","II",1,"plant_1",1,2015,0
"SM","II",4,"plant_1",1,2015,0
"SM","II",4,"plant_2",1,2015,0
"SM","II",5,"plant_1",13,2015,0
"SM","II",7,"plant_1",1,2015,0
"SM","III",4,"plant_1",2,2015,0
"SM","IV",6,"plant_1",15,2015,0
"SM","IV",7,"plant_1",3,2015,0
"BG","I",4,"plant_1",2,2016,3
"BG","III",5,"plant_1",4,2016,3
"BG","III",5,"plant_2",74,2016,12
"BR","I",6,"plant_1",15,2016,0
"BR","I",6,"plant_2",24,2016,2
"BR","I",6,"plant_3",23,2016,2
"BR","II",7,"plant_1",7,2016,0
"BR","IV",1,"plant_1",13,2016,4
"CF","I",3,"plant_1",0,2016,4
"CF","I",3,"plant_2",1,2016,8
"CF","I",3,"plant_3",4,2016,11
"CF","I",3,"plant_4",0,2016,4
"CF","I",4,"plant_1",10,2016,8
"CF","III",3,"plant_1",3,2016,5
"DEM","III",3,"plant_1",5,2016,0
"DEM","III",3,"plant_2",9,2016,1
"DEM","III",3,"plant_3",80,2016,5
"DEM","III",6,"plant_1",14,2016,1
"DEM","III",6,"plant_2",79,2016,7
"DLW","III",2,"plant_1",2,2016,5
"DLW","III",3,"plant_1",7,2016,NA
"DLW","V",4,"plant_1",1,2016,2
"DLW","V",4,"plant_2",0,2016,2
"EC","I",5,"plant_1",1,2016,0
"EC","I",5,"plant_2",5,2016,0
"FR","I",5,"plant_1",25,2016,3
"LCE","I",5,"plant_1",5,2016,NA
"LCE","II",1,"plant_1",4,2016,0
"LCE","II",2,"plant_1",1,2016,1
"LCE","II",2,"plant_2",9,2016,0
"LCE","II",2,"plant_3",7,2016,0
"LCE","II",2,"plant_4",4,2016,0
"LCE","II",3,"plant_1",7,2016,0
"LCE","II",3,"plant_2",8,2016,0
"LCE","II",3,"plant_3",28,2016,0
"LCE","III",7,"plant_1",2,2016,0
"LCE","IV",7,"plant_1",19,2016,1
"LCE","IV",7,"plant_2",10,2016,1
"LCE","IV",7,"plant_3",11,2016,1
"LCE","IV",7,"plant_4",4,2016,1
"LO","I",4,"plant_1",53,2016,9
"LO","II",6,"plant_1",0,2016,1
"LO","IV",3,"plant_1",59,2016,24
"LO","IV",4,"plant_1",35,2016,7
"LO","IV",4,"plant_2",3,2016,1
"LO","IV",4,"plant_3",7,2016,0
"MC","I",4,"plant_1",5,2016,7
"MC","III",3,"plant_1",0,2016,6
"MC","III",3,"plant_2",0,2016,3
"MC","III",7,"plant_1",2,2016,5
"MC","IV",2,"plant_1",6,2016,0
"MC","IV",3,"plant_1",2,2016,8
"MC","IV",3,"plant_2",2,2016,6
"OKRE","I",7,"plant_1",25,2016,0
"OKRE","I",8,"plant_1",8,2016,1
"OKRW","II",2,"plant_1",15,2016,1
"S22","I",4,"plant_1",54,2016,0
"S22","I",8,"plant_1",3,2016,0
"S22","II",3,"plant_1",2,2016,0
"S22","II",3,"plant_2",1,2016,0
"BG","I",1,"plant_1",25,2017,0
"BG","I",3,"plant_1",11,2017,2
"BG","I",7,"plant_1",3,2017,0
"BG","II",7,"plant_1",4,2017,0
"BG","II",7,"plant_2",0,2017,1
"BG","II",7,"plant_3",0,2017,1
"BG","II",7,"plant_4",21,2017,2
"BG","II",7,"plant_5",10,2017,1
"BG","II",7,"plant_6",4,2017,3
"BG","III",4,"plant_1",3,2017,0
"BG","III",6,"plant_1",0,2017,1
"BG","III",7,"plant_1",0,2017,1
"BR","I",1,"plant_1",8,2017,0
"BR","I",1,"plant_2",29,2017,0
"BR","I",3,"plant_1",18,2017,0
"BR","I",3,"plant_2",7,2017,0
"BR","I",4,"plant_1",35,2017,0
"BR","I",4,"plant_2",3,2017,0
"BR","I",4,"plant_3",118,2017,0
"BR","I",4,"plant_4",35,2017,0
"BR","I",4,"plant_5",34,2017,0
"BR","I",4,"plant_6",14,2017,0
"BR","I",4,"plant_7",4,2017,0
"BR","I",4,"plant_8",6,2017,1
"BR","I",6,"plant_1",5,2017,0
"BR","I",6,"plant_2",32,2017,0
"BR","I",6,"plant_3",9,2017,0
"BR","I",6,"plant_4",12,2017,0
"BR","I",6,"plant_5",4,2017,0
"BR","I",6,"plant_6",5,2017,0
"BR","II",1,"plant_1",11,2017,0
"BR","II",2,"plant_1",27,2017,0
"BR","II",5,"plant_1",8,2017,0
"BR","II",6,"plant_1",12,2017,0
"BR","II",6,"plant_2",62,2017,1
"BR","II",8,"plant_1",20,2017,0
"BR","III",1,"plant_1",4,2017,0
"BR","III",1,"plant_2",6,2017,0
"BR","III",1,"plant_3",6,2017,0
"BR","III",1,"plant_4",8,2017,0
"BR","III",1,"plant_5",4,2017,0
"BR","III",2,"plant_1",9,2017,0
"BR","III",2,"plant_2",19,2017,0
"BR","III",2,"plant_3",16,2017,0
"BR","III",2,"plant_4",8,2017,0
"BR","III",2,"plant_5",5,2017,0
"BR","III",2,"plant_6",3,2017,0
"BR","III",2,"plant_7",16,2017,0
"BR","III",2,"plant_8",2,2017,1
"BR","III",2,"plant_9",5,2017,0
"BR","III",2,"plant_10",9,2017,0
"BR","III",6,"plant_1",146,2017,0
"BR","III",8,"plant_1",37,2017,0
"BR","IV",1,"plant_1",21,2017,0
"BR","IV",1,"plant_2",13,2017,0
"BR","IV",6,"plant_1",17,2017,0
"BR","IV",7,"plant_1",4,2017,0
"BR","IV",7,"plant_2",11,2017,NA
"CF","I",2,"plant_1",16,2017,3
"CF","I",4,"plant_1",6,2017,0
"CF","I",5,"plant_1",11,2017,0
"CF","I",6,"plant_1",3,2017,0
"CF","I",6,"plant_2",4,2017,0
"CF","II",6,"plant_1",7,2017,0
"CF","II",8,"plant_1",5,2017,3
"CF","III",2,"plant_1",4,2017,0
"CF","III",4,"plant_1",4,2017,0
"CF","III",6,"plant_1",3,2017,0
"CF","III",6,"plant_2",3,2017,0
"CF","III",6,"plant_3",12,2017,0
"CF","III",6,"plant_4",5,2017,0
"CF","III",6,"plant_5",7,2017,0
"CF","III",6,"plant_6",8,2017,0
"CF","III",6,"plant_7",6,2017,0
"CF","III",6,"plant_8",0,2017,1
"CF","III",6,"plant_9",0,2017,1
"CF","III",6,"plant_10",1,2017,0
"CF","III",6,"plant_11",1,2017,0
"CF","III",6,"plant_12",3,2017,0
"CF","IV",2,"plant_1",12,2017,1
"CF","IV",2,"plant_2",7,2017,2
"CF","IV",2,"plant_3",3,2017,0
"CF","IV",3,"plant_1",2,2017,0
"CF","IV",4,"plant_1",7,2017,1
"CF","IV",4,"plant_2",4,2017,1
"CF","IV",4,"plant_3",16,2017,0
"CF","IV",4,"plant_4",3,2017,0
"CF","IV",4,"plant_5",3,2017,0
"CF","IV",5,"plant_1",2,2017,0
"CF","IV",5,"plant_2",18,2017,0
"CF","IV",6,"plant_1",4,2017,0
"CP3","I",1,"plant_1",3,2017,0
"DEM","I",1,"plant_1",9,2017,1
"DEM","I",1,"plant_2",3,2017,0
"DEM","I",1,"plant_3",8,2017,0
"DEM","I",1,"plant_4",18,2017,1
"DEM","I",1,"plant_5",3,2017,0
"DEM","I",1,"plant_6",3,2017,0
"DEM","I",1,"plant_7",4,2017,0
"DEM","I",1,"plant_8",4,2017,0
"DEM","I",1,"plant_9",17,2017,1
"DEM","I",1,"plant_10",3,2017,1
"DEM","I",1,"plant_11",7,2017,1
"DEM","I",1,"plant_12",7,2017,0
"DEM","I",1,"plant_13",8,2017,0
"DEM","I",1,"plant_14",3,2017,0
"DEM","I",1,"plant_15",13,2017,0
"DEM","I",2,"plant_1",5,2017,0
"DEM","I",2,"plant_2",9,2017,0
"DEM","I",7,"plant_1",7,2017,0
"DEM","I",7,"plant_2",6,2017,0
"DEM","I",7,"plant_3",4,2017,2
"DEM","II",3,"plant_1",14,2017,0
"DEM","II",3,"plant_2",10,2017,1
"DEM","II",3,"plant_3",7,2017,0
"DEM","II",3,"plant_4",4,2017,0
"DEM","II",3,"plant_5",11,2017,0
"DEM","II",3,"plant_6",21,2017,0
"DEM","II",3,"plant_7",5,2017,0
"DEM","II",3,"plant_8",14,2017,0
"DEM","II",3,"plant_9",4,2017,0
"DEM","II",3,"plant_10",20,2017,0
"DEM","II",3,"plant_11",3,2017,0
"DEM","II",3,"plant_12",4,2017,0
"DEM","III",1,"plant_1",3,2017,0
"DEM","III",1,"plant_2",4,2017,0
"DEM","III",1,"plant_3",14,2017,0
"DEM","III",1,"plant_4",5,2017,0
"DEM","III",1,"plant_5",5,2017,0
"DEM","III",1,"plant_6",29,2017,0
"DEM","III",2,"plant_1",1,2017,0
"DEM","III",2,"plant_2",1,2017,1
"DEM","III",2,"plant_3",1,2017,0
"DEM","III",2,"plant_4",5,2017,0
"DEM","III",2,"plant_5",3,2017,0
"DEM","III",2,"plant_6",1,2017,0
"DEM","III",2,"plant_7",0,2017,1
"DEM","III",2,"plant_8",1,2017,0
"DEM","III",2,"plant_9",2,2017,0
"DEM","III",2,"plant_10",1,2017,0
"DEM","III",2,"plant_11",3,2017,0
"DEM","III",2,"plant_12",1,2017,0
"DEM","III",2,"plant_13",1,2017,0
"DEM","III",2,"plant_14",1,2017,1
"DEM","III",2,"plant_15",2,2017,1
"DEM","III",2,"plant_16",2,2017,0
"DEM","III",2,"plant_17",0,2017,1
"DEM","III",3,"plant_1",8,2017,0
"DEM","III",3,"plant_2",3,2017,0
"DEM","III",3,"plant_3",24,2017,0
"DEM","III",3,"plant_4",8,2017,0
"DEM","III",3,"plant_5",3,2017,0
"DEM","III",3,"plant_6",11,2017,0
"DEM","III",3,"plant_7",1,2017,0
"DEM","III",3,"plant_8",3,2017,0
"DEM","III",3,"plant_9",3,2017,0
"DEM","III",3,"plant_10",34,2017,0
"DEM","III",3,"plant_11",6,2017,0
"DEM","III",3,"plant_12",5,2017,0
"DEM","III",3,"plant_13",2,2017,0
"DEM","III",3,"plant_14",1,2017,0
"DEM","III",3,"plant_15",1,2017,0
"DEM","III",4,"plant_1",1,2017,0
"DEM","III",4,"plant_2",5,2017,1
"DEM","III",4,"plant_3",8,2017,0
"DEM","III",4,"plant_4",3,2017,0
"DEM","III",4,"plant_5",3,2017,0
"DEM","III",4,"plant_6",4,2017,0
"DEM","III",4,"plant_7",1,2017,0
"DEM","III",4,"plant_8",4,2017,0
"DEM","III",4,"plant_9",1,2017,0
"DEM","III",4,"plant_10",2,2017,0
"DEM","III",4,"plant_11",36,2017,0
"DEM","III",4,"plant_12",3,2017,0
"DEM","III",4,"plant_13",4,2017,0
"DEM","III",4,"plant_14",2,2017,0
"DEM","III",4,"plant_15",1,2017,0
"DEM","III",4,"plant_16",6,2017,0
"DEM","III",5,"plant_1",6,2017,0
"DEM","III",5,"plant_2",24,2017,1
"DEM","III",5,"plant_3",3,2017,0
"DEM","III",5,"plant_4",7,2017,1
"DEM","III",5,"plant_5",9,2017,1
"DEM","III",5,"plant_6",6,2017,0
"DEM","III",5,"plant_7",1,2017,0
"DEM","III",5,"plant_8",5,2017,0
"DEM","III",5,"plant_9",1,2017,0
"DEM","III",5,"plant_10",5,2017,0
"DEM","III",6,"plant_1",3,2017,0
"DEM","III",6,"plant_2",15,2017,1
"DEM","III",6,"plant_3",27,2017,0
"DEM","III",6,"plant_4",10,2017,1
"DEM","III",6,"plant_5",4,2017,0
"DEM","III",6,"plant_6",8,2017,0
"DEM","III",7,"plant_1",6,2017,0
"DEM","III",7,"plant_2",5,2017,0
"DEM","III",8,"plant_1",40,2017,0
"DEM","III",8,"plant_2",43,2017,0
"DEM","III",8,"plant_3",17,2017,0
"DEM","III",8,"plant_4",9,2017,1
"DEM","III",8,"plant_5",4,2017,0
"DEM","III",8,"plant_6",11,2017,0
"DEM","III",8,"plant_7",33,2017,0
"DEM","III",8,"plant_8",8,2017,0
"DEM","IV",1,"plant_1",1,2017,0
"DEM","IV",1,"plant_2",1,2017,0
"DEM","IV",1,"plant_3",4,2017,0
"DEM","IV",1,"plant_4",2,2017,0
"DEM","IV",1,"plant_5",1,2017,0
"DEM","IV",1,"plant_6",1,2017,0
"DEM","IV",2,"plant_1",4,2017,0
"DEM","IV",2,"plant_2",4,2017,0
"DEM","IV",2,"plant_3",2,2017,0
"DEM","IV",2,"plant_4",3,2017,0
"DEM","IV",2,"plant_5",4,2017,0
"DEM","IV",2,"plant_6",2,2017,0
"DEM","IV",2,"plant_7",1,2017,0
"DEM","IV",2,"plant_8",1,2017,1
"DEM","IV",2,"plant_9",1,2017,1
"DEM","IV",2,"plant_10",1,2017,0
"DEM","IV",2,"plant_11",1,2017,0
"DEM","IV",2,"plant_12",8,2017,0
"DEM","IV",3,"plant_1",3,2017,0
"DEM","IV",4,"plant_1",3,2017,0
"DEM","IV",4,"plant_2",1,2017,0
"DEM","IV",5,"plant_1",1,2017,0
"DLW","II",1,"plant_1",10,2017,0
"DLW","II",1,"plant_2",20,2017,1
"DLW","II",1,"plant_3",26,2017,0
"DLW","II",1,"plant_4",3,2017,0
"DLW","II",1,"plant_5",9,2017,0
"DLW","II",1,"plant_6",2,2017,0
"DLW","III",3,"plant_1",1,2017,0
"DLW","III",4,"plant_1",4,2017,0
"DLW","V",3,"plant_1",3,2017,0
"DLW","V",3,"plant_2",14,2017,0
"DLW","V",4,"plant_1",11,2017,0
"EC","I",4,"plant_1",21,2017,0
"EC","I",5,"plant_1",7,2017,0
"EC","I",5,"plant_2",2,2017,0
"EC","I",5,"plant_3",2,2017,0
"EC","I",5,"plant_4",3,2017,0
"EC","I",5,"plant_5",2,2017,0
"EC","I",5,"plant_6",2,2017,0
"EC","I",5,"plant_7",8,2017,0
"EC","IV",3,"plant_1",0,2017,4
"FR","I",5,"plant_1",15,2017,0
"FR","I",5,"plant_2",19,2017,0
"FR","I",5,"plant_3",16,2017,1
"FR","II",4,"plant_1",6,2017,0
"FR","II",4,"plant_2",3,2017,0
"FR","III",1,"plant_1",5,2017,0
"FR","III",1,"plant_2",0,2017,10
"FR","III",1,"plant_3",10,2017,0
"FR","III",2,"plant_1",3,2017,0
"FR","III",2,"plant_2",4,2017,1
"FR","III",2,"plant_3",4,2017,0
"FR","III",2,"plant_4",2,2017,0
"FR","IV",5,"plant_1",7,2017,0
"FR","IV",5,"plant_2",1,2017,3
"FR","IV",6,"plant_1",1,2017,0
"FR","IV",6,"plant_2",3,2017,1
"FR","IV",6,"plant_3",2,2017,0
"FR","IV",6,"plant_4",0,2017,2
"FR","IV",6,"plant_5",3,2017,0
"FR","IV",7,"plant_1",1,2017,0
"FR","IV",7,"plant_2",3,2017,0
"FR","IV",7,"plant_3",1,2017,0
"FR","IV",7,"plant_4",2,2017,0
"FR","IV",7,"plant_5",2,2017,1
"FR","IV",7,"plant_6",1,2017,2
"FR","IV",7,"plant_7",2,2017,0
"FR","IV",7,"plant_8",2,2017,0
"FR","IV",7,"plant_9",1,2017,0
"FR","IV",7,"plant_10",0,2017,1
"FR","IV",7,"plant_11",0,2017,2
"FR","IV",7,"plant_12",0,2017,2
"FR","IV",8,"plant_1",1,2017,0
"FR","IV",8,"plant_2",3,2017,0
"FR","IV",8,"plant_3",1,2017,0
"FR","IV",8,"plant_4",2,2017,0
"FR","IV",8,"plant_5",2,2017,0
"FR","IV",8,"plant_6",2,2017,0
"FR","IV",8,"plant_7",1,2017,0
"FR","IV",8,"plant_8",2,2017,0
"FR","IV",8,"plant_9",5,2017,0
"FR","IV",8,"plant_10",3,2017,3
"FR","IV",8,"plant_11",1,2017,0
"KYE","III",4,"plant_1",2,2017,0
"KYE","III",4,"plant_2",2,2017,0
"KYE","IV",7,"plant_1",6,2017,1
"LCE","I",1,"plant_1",4,2017,0
"LCE","I",1,"plant_2",7,2017,0
"LCE","I",1,"plant_3",6,2017,0
"LCE","I",2,"plant_1",4,2017,0
"LCE","I",2,"plant_2",2,2017,0
"LCE","I",5,"plant_1",3,2017,0
"LCE","I",7,"plant_1",5,2017,0
"LCE","I",7,"plant_2",3,2017,0
"LCE","II",1,"plant_1",1,2017,0
"LCE","II",1,"plant_2",6,2017,0
"LCE","II",1,"plant_3",3,2017,0
"LCE","II",2,"plant_1",7,2017,0
"LCE","II",4,"plant_1",8,2017,0
"LCE","III",2,"plant_1",22,2017,0
"LCE","III",2,"plant_2",2,2017,0
"LCE","III",2,"plant_3",1,2017,0
"LCE","III",6,"plant_1",4,2017,0
"LCE","III",7,"plant_1",24,2017,0
"LCE","III",7,"plant_2",3,2017,0
"LCE","III",7,"plant_3",10,2017,0
"LCE","III",8,"plant_1",3,2017,0
"LCE","IV",7,"plant_1",13,2017,0
"LCE","IV",7,"plant_2",8,2017,0
"LCE","IV",7,"plant_3",4,2017,0
"LO","I",4,"plant_1",1,2017,0
"LO","I",8,"plant_1",4,2017,4
"LO","II",1,"plant_1",0,2017,2
"LO","II",7,"plant_1",18,2017,0
"LO","II",7,"plant_2",2,2017,0
"LO","III",1,"plant_1",8,2017,6
"LO","III",2,"plant_1",6,2017,1
"LO","III",7,"plant_1",6,2017,0
"LO","IV",3,"plant_1",1,2017,0
"LO","IV",3,"plant_2",2,2017,0
"LO","IV",4,"plant_1",1,2017,0
"LO","IV",5,"plant_1",4,2017,0
"MC","I",4,"plant_1",3,2017,1
"MC","I",5,"plant_1",1,2017,0
"MC","I",7,"plant_1",1,2017,6
"MC","II",1,"plant_1",2,2017,0
"MC","III",4,"plant_1",0,2017,6
"MC","III",4,"plant_2",0,2017,6
"MC","IV",1,"plant_1",21,2017,1
"MC","IV",2,"plant_1",3,2017,0
"MC","IV",4,"plant_1",33,2017,0
"MC","IV",7,"plant_1",1,2017,0
"OKRE","I",5,"plant_1",10,2017,0
"OKRE","I",6,"plant_1",14,2017,5
"OKRE","I",6,"plant_2",4,2017,0
"OKRE","I",7,"plant_1",4,2017,3
"OKRE","I",7,"plant_2",3,2017,1
"OKRE","I",7,"plant_3",1,2017,1
"OKRE","I",7,"plant_4",1,2017,0
"OKRE","I",7,"plant_5",2,2017,0
"OKRE","I",8,"plant_1",7,2017,3
"OKRE","I",8,"plant_2",19,2017,0
"OKRE","I",8,"plant_3",7,2017,1
"OKRE","I",8,"plant_4",3,2017,2
"OKRE","II",7,"plant_1",40,2017,2
"OKRE","III",3,"plant_1",0,2017,7
"OKRE","III",4,"plant_1",1,2017,0
"OKRE","III",8,"plant_1",26,2017,0
"OKRE","III",8,"plant_2",13,2017,0
"OKRE","IV",6,"plant_1",4,2017,0
"OKRE","IV",7,"plant_1",4,2017,0
"OKRW","II",2,"plant_1",8,2017,0
"OKRW","II",2,"plant_2",2,2017,0
"OKRW","II",2,"plant_3",4,2017,1
