"site","transect","position","plantNumber","countFruitsPerPlant","year"
"OSR","IV",1,"plant_17",3,2010
"OSR","IV",1,"plant_18",1,2010
"OSR","IV",1,"plant_19",2,2010
"OSR","IV",1,"plant_20",2,2010
"OSR","IV",1,"plant_21",2,2010
"OSR","IV",1,"plant_22",2,2010
"OSR","IV",2,"plant_1",2,2010
"OSR","IV",2,"plant_2",3,2010
"OSR","IV",2,"plant_3",4,2010
"OSR","IV",2,"plant_4",1,2010
"OSR","IV",2,"plant_5",6,2010
"OSR","IV",2,"plant_6",2,2010
"OSR","IV",2,"plant_7",1,2010
"OSR","IV",2,"plant_8",1,2010
"OSR","IV",2,"plant_9",3,2010
"OSR","IV",2,"plant_10",5,2010
"OSR","IV",3,"plant_1",3,2010
"OSR","IV",4,"plant_1",2,2010
"OSR","IV",4,"plant_2",2,2010
"OSR","IV",4,"plant_3",3,2010
"OSR","IV",4,"plant_4",1,2010
"OSR","IV",4,"plant_5",3,2010
"OSR","IV",4,"plant_6",1,2010
"OSR","IV",4,"plant_7",1,2010
"OSR","IV",4,"plant_8",1,2010
"OSR","IV",4,"plant_9",1,2010
"OSR","IV",4,"plant_10",2,2010
"OSR","IV",5,"plant_1",3,2010
"OSR","IV",5,"plant_2",5,2010
"OSR","IV",5,"plant_3",3,2010
"OSR","IV",5,"plant_4",3,2010
"OSR","IV",5,"plant_5",1,2010
"OSR","IV",5,"plant_6",2,2010
"OSR","IV",5,"plant_7",2,2010
"OSR","IV",5,"plant_8",1,2010
"OSR","IV",5,"plant_9",1,2010
"OSR","IV",5,"plant_10",2,2010
"OSR","IV",5,"plant_11",2,2010
"OSR","IV",5,"plant_12",2,2010
"OSR","IV",5,"plant_13",4,2010
"S22","I",1,"plant_1",6,2010
"S22","I",1,"plant_2",2,2010
"S22","I",1,"plant_3",2,2010
"S22","I",1,"plant_4",6,2010
"S22","I",1,"plant_5",3,2010
"S22","I",1,"plant_6",1,2010
"S22","I",1,"plant_7",2,2010
"S22","I",2,"plant_1",5,2010
"S22","I",3,"plant_1",1,2010
"S22","I",4,"plant_1",3,2010
"S22","I",5,"plant_1",2,2010
"S22","I",6,"plant_1",2,2010
"S22","I",6,"plant_2",1,2010
"S22","I",6,"plant_3",1,2010
"S22","I",6,"plant_4",1,2010
"S22","I",6,"plant_5",1,2010
"S22","I",6,"plant_6",1,2010
"S22","I",7,"plant_1",1,2010
"S22","I",7,"plant_2",3,2010
"S22","I",7,"plant_3",1,2010
"S22","I",8,"plant_1",2,2010
"S22","I",8,"plant_2",3,2010
"S22","II",4,"plant_1",4,2010
"S22","II",4,"plant_2",2,2010
"S22","II",4,"plant_3",3,2010
"S22","II",5,"plant_1",3,2010
"S22","II",6,"plant_1",3,2010
"S22","III",1,"plant_1",1,2010
"S22","III",1,"plant_2",2,2010
"S22","III",1,"plant_3",3,2010
"S22","III",1,"plant_4",2,2010
"S22","III",1,"plant_5",1,2010
"S22","III",1,"plant_6",1,2010
"S22","III",1,"plant_7",1,2010
"S22","III",1,"plant_8",1,2010
"S22","III",2,"plant_1",2,2010
"S22","III",2,"plant_2",9,2010
"S22","III",2,"plant_3",1,2010
"S22","III",2,"plant_4",1,2010
"S22","III",2,"plant_5",1,2010
"S22","III",3,"plant_1",2,2010
"S22","III",3,"plant_2",3,2010
"S22","III",3,"plant_3",2,2010
"S22","III",3,"plant_4",1,2010
"S22","III",3,"plant_5",1,2010
"S22","III",3,"plant_6",2,2010
"S22","III",3,"plant_7",1,2010
"S22","III",3,"plant_8",2,2010
"S22","III",4,"plant_1",3,2010
"S22","III",5,"plant_1",2,2010
"S22","III",5,"plant_2",2,2010
"S22","III",5,"plant_3",2,2010
"S22","III",6,"plant_1",8,2010
"S22","III",6,"plant_2",3,2010
"S22","III",7,"plant_1",3,2010
"S22","III",7,"plant_2",2,2010
"S22","III",7,"plant_3",1,2010
"S22","III",7,"plant_4",1,2010
"S22","III",8,"plant_1",2,2010
"S22","III",8,"plant_2",3,2010
"S22","III",8,"plant_3",2,2010
"S22","III",8,"plant_4",2,2010
"S22","III",8,"plant_5",2,2010
"S22","IV",2,"plant_1",3,2010
"S22","IV",2,"plant_2",14,2010
"S22","IV",2,"plant_3",11,2010
"S22","IV",3,"plant_1",4,2010
"S22","IV",3,"plant_2",2,2010
"S22","IV",3,"plant_3",3,2010
"S22","IV",3,"plant_4",4,2010
"S22","IV",3,"plant_5",7,2010
"S22","IV",3,"plant_6",5,2010
"S22","IV",3,"plant_7",10,2010
"S22","IV",3,"plant_8",6,2010
"S22","IV",3,"plant_9",4,2010
"S22","IV",4,"plant_1",2,2010
"S22","IV",4,"plant_2",1,2010
"S22","IV",4,"plant_3",1,2010
"S22","IV",4,"plant_4",1,2010
"S22","IV",4,"plant_5",1,2010
"S22","IV",4,"plant_6",1,2010
"S22","IV",4,"plant_7",1,2010
"S22","IV",4,"plant_8",3,2010
"S22","IV",4,"plant_9",3,2010
"S22","IV",4,"plant_10",1,2010
"S22","IV",5,"plant_1",3,2010
"S22","IV",5,"plant_2",2,2010
"S22","IV",5,"plant_3",1,2010
"S22","IV",5,"plant_4",1,2010
"S22","IV",5,"plant_5",1,2010
"S22","IV",5,"plant_6",1,2010
"S22","IV",7,"plant_1",4,2010
"S22","IV",7,"plant_2",3,2010
"S22","IV",7,"plant_3",1,2010
"S22","IV",7,"plant_4",4,2010
"S22","IV",7,"plant_5",1,2010
"S22","IV",7,"plant_6",12,2010
"S22","IV",7,"plant_7",2,2010
"S22","IV",7,"plant_8",2,2010
"S22","IV",7,"plant_9",1,2010
"S22","IV",7,"plant_10",2,2010
"SM","I",3,"plant_1",2,2010
"SM","I",3,"plant_2",4,2010
"SM","I",3,"plant_3",1,2010
"SM","I",3,"plant_4",3,2010
"SM","I",3,"plant_5",9,2010
"SM","I",3,"plant_6",3,2010
"SM","I",3,"plant_7",2,2010
"SM","I",3,"plant_8",5,2010
"SM","I",3,"plant_9",20,2010
"SM","I",4,"plant_1",2,2010
"SM","I",4,"plant_2",1,2010
"SM","I",4,"plant_3",1,2010
"SM","I",4,"plant_4",1,2010
"SM","I",4,"plant_5",2,2010
"SM","I",4,"plant_6",1,2010
"SM","I",4,"plant_7",4,2010
"SM","I",4,"plant_8",1,2010
"SM","I",5,"plant_1",9,2010
"SM","I",5,"plant_2",5,2010
"SM","I",5,"plant_3",3,2010
"SM","I",5,"plant_4",2,2010
"SM","I",5,"plant_5",1,2010
"SM","I",5,"plant_6",5,2010
"SM","I",5,"plant_7",3,2010
"SM","I",5,"plant_8",2,2010
"SM","I",5,"plant_9",11,2010
"SM","I",6,"plant_1",4,2010
"SM","I",6,"plant_2",1,2010
"SM","II",1,"plant_1",2,2010
"SM","II",2,"plant_1",1,2010
"SM","II",2,"plant_2",1,2010
"SM","II",2,"plant_3",2,2010
"SM","II",2,"plant_4",1,2010
"SM","II",2,"plant_5",1,2010
"SM","II",2,"plant_6",1,2010
"SM","II",3,"plant_1",1,2010
"SM","II",3,"plant_2",1,2010
"SM","II",3,"plant_3",4,2010
"SM","II",3,"plant_4",2,2010
"SM","II",3,"plant_5",1,2010
"SM","II",3,"plant_6",1,2010
"SM","II",3,"plant_7",1,2010
"SM","II",3,"plant_8",1,2010
"SM","II",3,"plant_9",1,2010
"SM","II",3,"plant_10",2,2010
"SM","II",3,"plant_11",1,2010
"SM","II",3,"plant_12",1,2010
"SM","II",3,"plant_13",1,2010
"SM","II",3,"plant_14",1,2010
"SM","II",3,"plant_15",1,2010
"SM","II",3,"plant_16",1,2010
"SM","II",3,"plant_17",1,2010
"SM","II",3,"plant_18",1,2010
"SM","II",3,"plant_19",1,2010
"SM","II",3,"plant_20",1,2010
"SM","II",3,"plant_21",1,2010
"SM","II",3,"plant_22",1,2010
"SM","II",3,"plant_23",1,2010
"SM","II",3,"plant_24",2,2010
"SM","II",3,"plant_25",2,2010
"SM","II",3,"plant_26",1,2010
"SM","II",3,"plant_27",1,2010
"SM","II",3,"plant_28",1,2010
"SM","II",3,"plant_29",1,2010
"SM","II",3,"plant_30",1,2010
"SM","II",3,"plant_31",1,2010
"SM","II",3,"plant_32",1,2010
"SM","II",3,"plant_33",1,2010
"SM","II",3,"plant_34",1,2010
"SM","II",3,"plant_35",1,2010
"SM","II",3,"plant_36",1,2010
"SM","II",3,"plant_37",1,2010
"SM","II",3,"plant_38",1,2010
"SM","II",3,"plant_39",2,2010
"SM","II",3,"plant_40",2,2010
"SM","II",4,"plant_1",2,2010
"SM","II",4,"plant_2",3,2010
"SM","II",4,"plant_3",4,2010
"SM","II",4,"plant_4",2,2010
"SM","II",4,"plant_5",2,2010
"SM","II",4,"plant_6",2,2010
"SM","II",4,"plant_7",1,2010
"SM","II",4,"plant_8",6,2010
"SM","II",4,"plant_9",2,2010
"SM","II",4,"plant_10",1,2010
"SM","II",4,"plant_11",1,2010
"SM","II",4,"plant_12",1,2010
"SM","II",4,"plant_13",1,2010
"SM","II",4,"plant_14",1,2010
"SM","II",4,"plant_15",1,2010
"SM","II",4,"plant_16",1,2010
"SM","II",4,"plant_17",1,2010
"SM","II",5,"plant_1",1,2010
"SM","II",5,"plant_2",2,2010
"SM","II",7,"plant_1",3,2010
"SM","II",7,"plant_2",1,2010
"SM","II",7,"plant_3",2,2010
"SM","II",7,"plant_4",1,2010
"SM","III",3,"plant_1",3,2010
"SM","III",5,"plant_1",1,2010
"SM","III",5,"plant_2",1,2010
"SM","III",5,"plant_3",1,2010
"SM","III",5,"plant_4",1,2010
"SM","III",5,"plant_5",1,2010
"SM","III",5,"plant_6",1,2010
"SM","III",5,"plant_7",1,2010
"SM","III",5,"plant_8",1,2010
"SM","III",5,"plant_9",1,2010
"SM","III",5,"plant_10",1,2010
"SM","III",5,"plant_11",1,2010
"SM","III",5,"plant_12",1,2010
"SM","III",5,"plant_13",3,2010
"SM","III",6,"plant_1",3,2010
"SM","III",6,"plant_2",1,2010
"SM","III",6,"plant_3",2,2010
"SM","III",6,"plant_4",1,2010
"SM","III",6,"plant_5",1,2010
"SM","III",6,"plant_6",2,2010
"SM","III",6,"plant_7",3,2010
"SM","III",6,"plant_8",2,2010
"SM","III",6,"plant_9",2,2010
"SM","III",6,"plant_10",5,2010
"SM","III",7,"plant_1",2,2010
"SM","III",7,"plant_2",4,2010
"SM","III",7,"plant_3",5,2010
"SM","III",8,"plant_1",1,2010
"SM","III",8,"plant_2",3,2010
"SM","III",8,"plant_3",3,2010
"SM","IV",4,"plant_1",1,2010
"SM","IV",5,"plant_1",2,2010
"SM","IV",5,"plant_2",9,2010
"SM","IV",5,"plant_3",4,2010
"SM","IV",6,"plant_1",7,2010
"SM","IV",6,"plant_2",7,2010
"SM","IV",6,"plant_3",1,2010
"SM","IV",7,"plant_1",2,2010
"SM","IV",8,"plant_1",4,2010
"URS","II",3,"plant_1",16,2010
"URS","II",3,"plant_2",28,2010
"URS","II",3,"plant_3",20,2010
"URS","II",4,"plant_1",14,2010
"URS","II",6,"plant_1",3,2010
"URS","III",2,"plant_1",17,2010
"URS","III",4,"plant_1",13,2010
"URS","III",4,"plant_2",3,2010
"URS","III",5,"plant_1",15,2010
"URS","III",5,"plant_2",23,2010
"BG","I",1,"plant_1",6,2011
"BG","I",1,"plant_2",2,2011
"BG","I",1,"plant_3",3,2011
"BG","I",1,"plant_4",2,2011
"BG","I",1,"plant_5",2,2011
"BG","I",1,"plant_6",4,2011
"BG","I",1,"plant_7",2,2011
"BG","I",1,"plant_8",2,2011
"BG","I",1,"plant_9",2,2011
"BG","I",1,"plant_10",1,2011
"BG","I",2,"plant_1",1,2011
"BG","I",2,"plant_2",1,2011
"BG","I",2,"plant_3",1,2011
"BG","I",3,"plant_1",1,2011
"BG","I",3,"plant_2",2,2011
"BG","I",3,"plant_3",1,2011
"BG","I",3,"plant_4",1,2011
"BG","I",3,"plant_5",2,2011
"BG","I",3,"plant_6",1,2011
"BG","I",3,"plant_7",2,2011
"BG","I",3,"plant_8",1,2011
"BG","I",3,"plant_9",1,2011
"BG","I",3,"plant_10",1,2011
"BG","I",3,"plant_11",3,2011
"BG","I",3,"plant_12",6,2011
"BG","I",3,"plant_13",1,2011
"BG","I",3,"plant_14",1,2011
"BG","I",3,"plant_15",2,2011
"BG","I",3,"plant_16",1,2011
"BG","I",3,"plant_17",2,2011
"BG","I",3,"plant_18",3,2011
"BG","I",3,"plant_19",1,2011
"BG","I",3,"plant_20",1,2011
"BG","I",3,"plant_21",2,2011
"BG","I",4,"plant_1",1,2011
"BG","I",4,"plant_2",1,2011
"BG","I",4,"plant_3",3,2011
"BG","I",4,"plant_4",1,2011
"BG","I",4,"plant_5",1,2011
"BG","I",4,"plant_6",1,2011
"BG","I",4,"plant_7",4,2011
"BG","I",4,"plant_8",1,2011
"BG","I",4,"plant_9",1,2011
"BG","I",4,"plant_10",1,2011
"BG","I",4,"plant_11",1,2011
"BG","I",5,"plant_1",1,2011
"BG","I",5,"plant_2",1,2011
"BG","I",5,"plant_3",1,2011
"BG","I",5,"plant_4",2,2011
"BG","I",5,"plant_5",1,2011
"BG","I",6,"plant_1",3,2011
"BG","I",6,"plant_2",1,2011
"BG","I",6,"plant_3",1,2011
"BG","I",6,"plant_4",2,2011
"BG","I",7,"plant_1",1,2011
"BG","II",1,"plant_1",7,2011
"BG","II",1,"plant_2",1,2011
"BG","II",1,"plant_3",1,2011
"BG","II",1,"plant_4",2,2011
"BG","II",1,"plant_5",3,2011
"BG","II",1,"plant_6",2,2011
"BG","II",1,"plant_7",3,2011
"BG","II",3,"plant_1",1,2011
"BG","II",3,"plant_2",2,2011
"BG","II",3,"plant_3",1,2011
"BG","II",3,"plant_4",3,2011
"BG","II",4,"plant_1",10,2011
"BG","II",4,"plant_2",7,2011
"BG","II",4,"plant_3",13,2011
"BG","II",4,"plant_4",13,2011
"BG","II",5,"plant_1",2,2011
"BG","II",5,"plant_2",49,2011
"BG","II",5,"plant_3",13,2011
"BG","II",6,"plant_1",7,2011
"BG","II",7,"plant_1",30,2011
"BG","II",7,"plant_2",2,2011
"BG","II",7,"plant_3",1,2011
"BG","II",7,"plant_4",2,2011
"BG","II",7,"plant_5",4,2011
"BG","II",8,"plant_1",1,2011
"BG","III",1,"plant_1",1,2011
"BG","III",1,"plant_2",2,2011
"BG","III",1,"plant_3",3,2011
"BG","III",2,"plant_1",7,2011
"BG","III",2,"plant_2",1,2011
"BG","III",2,"plant_3",1,2011
"BG","III",2,"plant_4",2,2011
"BG","III",2,"plant_5",1,2011
"BG","III",2,"plant_6",1,2011
"BG","III",4,"plant_1",10,2011
"BG","III",4,"plant_2",3,2011
"BG","III",5,"plant_1",15,2011
"BG","III",5,"plant_2",13,2011
"BG","III",5,"plant_3",1,2011
"BG","III",5,"plant_4",3,2011
"BG","III",5,"plant_5",2,2011
"BG","IV",4,"plant_1",3,2011
"BG","IV",5,"plant_1",18,2011
"BG","IV",5,"plant_2",2,2011
"BG","IV",5,"plant_3",3,2011
"BG","IV",5,"plant_4",2,2011
"BG","IV",5,"plant_5",1,2011
"BG","IV",5,"plant_6",1,2011
"BG","IV",5,"plant_7",2,2011
"BG","IV",5,"plant_8",2,2011
"BR","I",1,"plant_1",9,2011
"BR","I",1,"plant_2",2,2011
"BR","I",1,"plant_3",7,2011
"BR","I",1,"plant_4",5,2011
"BR","I",1,"plant_5",2,2011
"BR","I",1,"plant_6",10,2011
"BR","I",1,"plant_7",8,2011
"BR","I",1,"plant_8",14,2011
"BR","I",1,"plant_9",13,2011
"BR","I",2,"plant_1",32,2011
"BR","I",2,"plant_2",5,2011
"BR","I",2,"plant_3",19,2011
"BR","I",2,"plant_4",9,2011
"BR","I",2,"plant_5",3,2011
"BR","I",2,"plant_6",5,2011
"BR","I",2,"plant_7",14,2011
"BR","I",2,"plant_8",19,2011
"BR","I",2,"plant_9",8,2011
"BR","I",2,"plant_10",4,2011
"BR","I",2,"plant_11",12,2011
"BR","I",2,"plant_12",5,2011
"BR","I",2,"plant_13",10,2011
"BR","I",2,"plant_14",21,2011
"BR","I",2,"plant_15",6,2011
"BR","I",3,"plant_1",1,2011
"BR","I",3,"plant_2",3,2011
"BR","I",3,"plant_3",2,2011
"BR","I",3,"plant_4",6,2011
"BR","I",3,"plant_5",1,2011
"BR","I",3,"plant_6",4,2011
"BR","I",3,"plant_7",5,2011
"BR","I",3,"plant_8",7,2011
"BR","I",3,"plant_9",2,2011
"BR","I",3,"plant_10",16,2011
"BR","I",3,"plant_11",2,2011
"BR","I",3,"plant_12",5,2011
"BR","I",3,"plant_13",17,2011
"BR","I",3,"plant_14",10,2011
"BR","I",3,"plant_15",2,2011
"BR","I",3,"plant_16",3,2011
"BR","I",4,"plant_1",3,2011
"BR","I",4,"plant_2",2,2011
"BR","I",4,"plant_3",4,2011
"BR","I",4,"plant_4",1,2011
"BR","I",5,"plant_1",22,2011
"BR","I",6,"plant_1",15,2011
"BR","I",6,"plant_2",1,2011
"BR","I",7,"plant_1",2,2011
"BR","I",7,"plant_2",19,2011
"BR","I",7,"plant_3",17,2011
"BR","I",7,"plant_4",7,2011
"BR","I",7,"plant_5",1,2011
"BR","I",7,"plant_6",4,2011
"BR","I",7,"plant_7",2,2011
"BR","I",7,"plant_8",3,2011
"BR","I",7,"plant_9",1,2011
"BR","I",7,"plant_10",3,2011
"BR","II",1,"plant_1",26,2011
"BR","II",1,"plant_2",95,2011
"BR","II",1,"plant_3",9,2011
"BR","II",1,"plant_4",2,2011
"BR","II",1,"plant_5",16,2011
"BR","II",1,"plant_6",14,2011
"BR","II",1,"plant_7",12,2011
"BR","II",5,"plant_1",6,2011
"BR","II",5,"plant_2",4,2011
"BR","II",5,"plant_3",3,2011
"BR","II",5,"plant_4",2,2011
"BR","II",5,"plant_5",7,2011
"BR","II",5,"plant_6",1,2011
"BR","II",5,"plant_7",1,2011
"BR","II",5,"plant_8",1,2011
"BR","II",5,"plant_9",4,2011
"BR","II",5,"plant_10",2,2011
"BR","II",5,"plant_11",3,2011
"BR","II",5,"plant_12",1,2011
"BR","II",5,"plant_13",3,2011
"BR","II",5,"plant_14",4,2011
"BR","II",5,"plant_15",2,2011
"BR","II",5,"plant_16",3,2011
"BR","II",5,"plant_17",1,2011
"BR","II",5,"plant_18",3,2011
"BR","II",6,"plant_1",7,2011
"BR","II",6,"plant_2",2,2011
"BR","II",6,"plant_3",2,2011
"BR","II",6,"plant_4",2,2011
"BR","II",6,"plant_5",3,2011
"BR","II",6,"plant_6",1,2011
"BR","II",6,"plant_7",1,2011
"BR","II",6,"plant_8",1,2011
"BR","II",6,"plant_9",1,2011
"BR","II",6,"plant_10",2,2011
"BR","II",6,"plant_11",3,2011
"BR","II",6,"plant_12",2,2011
"BR","II",6,"plant_13",4,2011
"BR","II",6,"plant_14",1,2011
"BR","II",6,"plant_15",1,2011
"BR","II",6,"plant_16",2,2011
"BR","II",6,"plant_17",1,2011
"BR","II",6,"plant_18",2,2011
"BR","II",7,"plant_1",9,2011
"BR","II",7,"plant_2",2,2011
"BR","II",7,"plant_3",3,2011
"BR","II",7,"plant_4",2,2011
"BR","II",7,"plant_5",1,2011
"BR","II",7,"plant_6",1,2011
"BR","II",7,"plant_7",3,2011
"BR","II",7,"plant_8",4,2011
"BR","II",8,"plant_1",6,2011
"BR","II",8,"plant_2",4,2011
"BR","II",8,"plant_3",6,2011
"BR","II",8,"plant_4",2,2011
"BR","II",8,"plant_5",1,2011
"BR","III",4,"plant_1",4,2011
"BR","III",4,"plant_2",1,2011
"BR","III",4,"plant_3",2,2011
"BR","III",4,"plant_4",2,2011
"BR","III",4,"plant_5",1,2011
"BR","III",4,"plant_6",9,2011
"BR","III",4,"plant_7",30,2011
"BR","III",5,"plant_1",1,2011
"BR","III",6,"plant_1",2,2011
"BR","III",7,"plant_1",7,2011
"BR","III",7,"plant_2",11,2011
"BR","III",7,"plant_3",3,2011
"BR","III",7,"plant_4",1,2011
"BR","III",7,"plant_5",4,2011
"BR","III",7,"plant_6",2,2011
"BR","III",7,"plant_7",4,2011
"BR","III",7,"plant_8",2,2011
"BR","III",7,"plant_9",9,2011
"BR","III",7,"plant_10",12,2011
"BR","III",7,"plant_11",7,2011
"BR","III",8,"plant_1",7,2011
"BR","III",8,"plant_2",12,2011
"BR","III",8,"plant_3",1,2011
"BR","III",8,"plant_4",17,2011
"BR","III",8,"plant_5",15,2011
"BR","IV",4,"plant_1",1,2011
"BR","IV",4,"plant_2",3,2011
"BR","IV",4,"plant_3",3,2011
"BR","IV",4,"plant_4",1,2011
"BR","IV",4,"plant_5",1,2011
"BR","IV",4,"plant_6",1,2011
"BR","IV",4,"plant_7",4,2011
"BR","IV",4,"plant_8",2,2011
"BR","IV",4,"plant_9",17,2011
"BR","IV",4,"plant_10",2,2011
"BR","IV",5,"plant_1",3,2011
"BR","IV",5,"plant_2",2,2011
"BR","IV",5,"plant_3",2,2011
"BR","IV",5,"plant_4",1,2011
"BR","IV",7,"plant_1",8,2011
"CF","I",1,"plant_1",7,2011
"CF","I",1,"plant_2",8,2011
"CF","I",2,"plant_1",1,2011
"CF","I",2,"plant_2",3,2011
"CF","I",2,"plant_3",4,2011
"CF","I",2,"plant_4",4,2011
"CF","I",2,"plant_5",1,2011
"CF","I",3,"plant_1",4,2011
"CF","I",3,"plant_2",4,2011
"CF","I",3,"plant_3",11,2011
"CF","I",3,"plant_4",5,2011
"CF","I",3,"plant_5",4,2011
"CF","I",4,"plant_1",3,2011
"CF","I",4,"plant_2",3,2011
"CF","I",4,"plant_3",1,2011
"CF","I",4,"plant_4",1,2011
"CF","I",4,"plant_5",5,2011
"CF","I",4,"plant_6",1,2011
"CF","I",4,"plant_7",2,2011
"CF","I",4,"plant_8",2,2011
"CF","I",4,"plant_9",2,2011
"CF","I",4,"plant_10",2,2011
"CF","I",4,"plant_11",4,2011
"CF","I",4,"plant_12",6,2011
"CF","I",4,"plant_13",3,2011
"CF","I",4,"plant_14",3,2011
"CF","I",4,"plant_15",5,2011
"CF","I",5,"plant_1",3,2011
"CF","I",5,"plant_2",4,2011
"CF","I",5,"plant_3",5,2011
"CF","I",5,"plant_4",6,2011
"CF","I",5,"plant_5",3,2011
"CF","I",5,"plant_6",2,2011
"CF","I",5,"plant_7",10,2011
"CF","I",5,"plant_8",3,2011
"CF","I",5,"plant_9",2,2011
"CF","I",5,"plant_10",3,2011
"CF","I",5,"plant_11",5,2011
"CF","I",5,"plant_12",6,2011
"CF","I",5,"plant_13",9,2011
"CF","I",5,"plant_14",4,2011
"CF","I",5,"plant_15",3,2011
"CF","I",7,"plant_1",1,2011
"CF","II",2,"plant_1",3,2011
"CF","II",2,"plant_2",23,2011
"CF","II",2,"plant_3",7,2011
"CF","II",2,"plant_4",7,2011
"CF","II",5,"plant_1",4,2011
"CF","II",5,"plant_2",4,2011
"CF","II",6,"plant_1",4,2011
"CF","II",6,"plant_2",1,2011
"CF","II",6,"plant_3",1,2011
"CF","II",6,"plant_4",4,2011
"CF","II",6,"plant_5",7,2011
"CF","II",6,"plant_6",2,2011
"CF","II",6,"plant_7",9,2011
"CF","II",6,"plant_8",8,2011
"CF","II",6,"plant_9",2,2011
"CF","II",6,"plant_10",4,2011
"CF","II",7,"plant_1",4,2011
"CF","II",7,"plant_2",2,2011
"CF","II",7,"plant_3",3,2011
"CF","II",7,"plant_4",4,2011
"CF","II",7,"plant_5",2,2011
"CF","II",7,"plant_6",2,2011
"CF","II",8,"plant_1",5,2011
"CF","II",8,"plant_2",2,2011
"CF","II",8,"plant_3",2,2011
"CF","II",8,"plant_4",3,2011
"CF","II",8,"plant_5",2,2011
"CF","II",8,"plant_6",6,2011
"CF","III",2,"plant_1",4,2011
"CF","III",2,"plant_2",3,2011
"CF","III",2,"plant_3",3,2011
"CF","III",2,"plant_4",1,2011
"CF","III",2,"plant_5",2,2011
"CF","III",2,"plant_6",2,2011
"CF","III",3,"plant_1",1,2011
"CF","III",3,"plant_2",3,2011
"CF","III",3,"plant_3",1,2011
"CF","III",3,"plant_4",4,2011
"CF","III",3,"plant_5",7,2011
"CF","III",3,"plant_6",1,2011
"CF","III",3,"plant_7",1,2011
"CF","III",3,"plant_8",1,2011
"CF","III",3,"plant_9",1,2011
"CF","III",3,"plant_10",2,2011
"CF","III",5,"plant_1",12,2011
"CF","III",5,"plant_2",10,2011
"CF","III",5,"plant_3",3,2011
"CF","III",5,"plant_4",1,2011
"CF","III",5,"plant_5",2,2011
"CF","III",5,"plant_6",2,2011
"CF","III",5,"plant_7",3,2011
"CF","III",5,"plant_8",4,2011
"CF","III",5,"plant_9",2,2011
"CF","III",5,"plant_10",1,2011
"CF","III",5,"plant_11",1,2011
"CF","III",5,"plant_12",2,2011
"CF","III",5,"plant_13",2,2011
"CF","III",5,"plant_14",1,2011
"CF","III",5,"plant_15",2,2011
"CF","III",6,"plant_1",5,2011
"CF","III",6,"plant_2",4,2011
"CF","III",6,"plant_3",3,2011
"CF","III",6,"plant_4",3,2011
"CF","III",6,"plant_5",3,2011
"CF","III",6,"plant_6",12,2011
"CF","III",6,"plant_7",7,2011
"CF","III",6,"plant_8",5,2011
"CF","III",6,"plant_9",2,2011
"CF","III",6,"plant_10",2,2011
"CF","III",6,"plant_11",3,2011
"CF","III",6,"plant_12",6,2011
"CF","III",6,"plant_13",3,2011
"CF","III",6,"plant_14",2,2011
"CF","IV",1,"plant_1",2,2011
"CF","IV",1,"plant_2",3,2011
"CF","IV",1,"plant_3",2,2011
"CF","IV",1,"plant_4",3,2011
"CF","IV",4,"plant_1",2,2011
"CF","IV",4,"plant_2",5,2011
"CF","IV",4,"plant_3",3,2011
"CF","IV",4,"plant_4",3,2011
"CF","IV",4,"plant_5",1,2011
"CF","IV",4,"plant_6",2,2011
"CF","IV",4,"plant_7",3,2011
"CF","IV",4,"plant_8",1,2011
"CF","IV",4,"plant_9",4,2011
"CF","IV",4,"plant_10",1,2011
"CF","IV",4,"plant_11",2,2011
"CF","IV",4,"plant_12",2,2011
"CF","IV",4,"plant_13",6,2011
"CF","IV",4,"plant_14",3,2011
"CF","IV",5,"plant_1",1,2011
"CF","IV",5,"plant_2",5,2011
"CF","IV",5,"plant_3",1,2011
"CF","IV",5,"plant_4",2,2011
"CF","IV",5,"plant_5",2,2011
"CF","IV",5,"plant_6",4,2011
"CF","IV",5,"plant_7",4,2011
"CF","IV",5,"plant_8",3,2011
"CF","IV",5,"plant_9",2,2011
"CF","IV",5,"plant_10",4,2011
"CF","IV",5,"plant_11",2,2011
"CF","IV",5,"plant_12",4,2011
"CF","IV",5,"plant_13",1,2011
"CF","IV",5,"plant_14",2,2011
"CF","IV",6,"plant_1",19,2011
"CF","IV",6,"plant_2",6,2011
"CF","IV",6,"plant_3",2,2011
"CF","IV",6,"plant_4",4,2011
"CF","IV",6,"plant_5",2,2011
"CF","IV",6,"plant_6",5,2011
"CF","IV",6,"plant_7",4,2011
"CF","IV",6,"plant_8",2,2011
"CF","IV",6,"plant_9",3,2011
"CF","IV",6,"plant_10",22,2011
"CF","IV",6,"plant_11",10,2011
"CF","IV",6,"plant_12",3,2011
"CF","IV",6,"plant_13",3,2011
"CF","IV",7,"plant_1",19,2011
"CF","IV",7,"plant_2",6,2011
"CF","IV",7,"plant_3",11,2011
"CP3","II",1,"plant_1",1,2011
"CP3","II",4,"plant_1",6,2011
"CP3","II",5,"plant_1",41,2011
"CP3","II",8,"plant_1",3,2011
"DEM","I",1,"plant_1",2,2011
"DEM","I",1,"plant_2",1,2011
"DEM","I",1,"plant_3",4,2011
"DEM","I",1,"plant_4",2,2011
"DEM","I",1,"plant_5",11,2011
"DEM","I",1,"plant_6",6,2011
"DEM","I",1,"plant_7",5,2011
"DEM","I",1,"plant_8",5,2011
"DEM","I",1,"plant_9",1,2011
"DEM","I",1,"plant_10",1,2011
