"site","transect","position","year","seedlingNumber","fruitplNumber"
"BR","IV",4,2020,215,25
"BR","IV",4,2021,8,1
"BR","IV",5,2006,NA,6
"BR","IV",5,2007,19,5
"BR","IV",5,2008,5,28
"BR","IV",5,2009,248,14
"BR","IV",5,2010,32,33
"BR","IV",5,2011,38,4
"BR","IV",5,2012,5,0
"BR","IV",5,2013,14,1
"BR","IV",5,2014,0,0
"BR","IV",5,2015,8,0
"BR","IV",5,2016,0,0
"BR","IV",5,2017,8,0
"BR","IV",5,2018,0,4
"BR","IV",5,2019,22,12
"BR","IV",5,2020,515,29
"BR","IV",5,2021,5,0
"BR","IV",6,2006,NA,9
"BR","IV",6,2007,15,14
"BR","IV",6,2008,232,49
"BR","IV",6,2009,206,28
"BR","IV",6,2010,16,18
"BR","IV",6,2011,33,0
"BR","IV",6,2012,4,0
"BR","IV",6,2013,1,0
"BR","IV",6,2014,0,0
"BR","IV",6,2015,8,0
"BR","IV",6,2016,0,0
"BR","IV",6,2017,22,1
"BR","IV",6,2018,0,2
"BR","IV",6,2019,45,12
"BR","IV",6,2020,802,11
"BR","IV",6,2021,12,0
"BR","IV",7,2006,NA,2
"BR","IV",7,2007,23,6
"BR","IV",7,2008,8,23
"BR","IV",7,2009,130,12
"BR","IV",7,2010,14,6
"BR","IV",7,2011,17,1
"BR","IV",7,2012,10,0
"BR","IV",7,2013,14,0
"BR","IV",7,2014,1,1
"BR","IV",7,2015,13,0
"BR","IV",7,2016,0,0
"BR","IV",7,2017,4,2
"BR","IV",7,2018,0,1
"BR","IV",7,2019,14,0
"BR","IV",7,2020,289,10
"BR","IV",7,2021,2,0
"CF","I",1,2006,13,1
"CF","I",1,2007,1,1
"CF","I",1,2008,12,3
"CF","I",1,2009,23,7
"CF","I",1,2010,18,6
"CF","I",1,2011,20,2
"CF","I",1,2012,0,0
"CF","I",1,2013,11,0
"CF","I",1,2014,0,0
"CF","I",1,2015,0,0
"CF","I",1,2016,0,0
"CF","I",1,2017,1,0
"CF","I",1,2018,0,0
"CF","I",1,2019,0,1
"CF","I",1,2020,88,2
"CF","I",1,2021,4,0
"CF","I",2,2006,29,0
"CF","I",2,2007,0,0
"CF","I",2,2008,5,0
"CF","I",2,2009,19,6
"CF","I",2,2010,53,11
"CF","I",2,2011,29,5
"CF","I",2,2012,3,0
"CF","I",2,2013,17,0
"CF","I",2,2014,2,2
"CF","I",2,2015,0,0
"CF","I",2,2016,0,0
"CF","I",2,2017,1,1
"CF","I",2,2018,0,0
"CF","I",2,2019,2,3
"CF","I",2,2020,99,3
"CF","I",2,2021,6,0
"CF","I",3,2006,43,1
"CF","I",3,2007,4,3
"CF","I",3,2008,21,6
"CF","I",3,2009,21,5
"CF","I",3,2010,48,12
"CF","I",3,2011,29,5
"CF","I",3,2012,1,1
"CF","I",3,2013,32,1
"CF","I",3,2014,1,2
"CF","I",3,2015,3,0
"CF","I",3,2016,7,4
"CF","I",3,2017,36,0
"CF","I",3,2018,0,0
"CF","I",3,2019,0,0
"CF","I",3,2020,21,1
"CF","I",3,2021,4,0
"CF","I",4,2006,56,1
"CF","I",4,2007,5,2
"CF","I",4,2008,7,5
"CF","I",4,2009,20,4
"CF","I",4,2010,54,20
"CF","I",4,2011,76,17
"CF","I",4,2012,3,1
"CF","I",4,2013,34,0
"CF","I",4,2014,0,0
"CF","I",4,2015,3,0
"CF","I",4,2016,4,1
"CF","I",4,2017,33,1
"CF","I",4,2018,0,0
"CF","I",4,2019,5,1
"CF","I",4,2020,42,0
"CF","I",4,2021,4,0
"CF","I",5,2006,187,4
"CF","I",5,2007,1,0
"CF","I",5,2008,5,1
"CF","I",5,2009,25,2
"CF","I",5,2010,7,10
"CF","I",5,2011,58,19
"CF","I",5,2012,45,4
"CF","I",5,2013,57,0
"CF","I",5,2014,5,0
"CF","I",5,2015,1,0
"CF","I",5,2016,0,0
"CF","I",5,2017,2,1
"CF","I",5,2018,0,0
"CF","I",5,2019,11,2
"CF","I",5,2020,212,10
"CF","I",5,2021,5,0
"CF","I",6,2006,NA,3
"CF","I",6,2007,8,0
"CF","I",6,2008,12,1
"CF","I",6,2009,1,3
"CF","I",6,2010,13,13
"CF","I",6,2011,0,0
"CF","I",6,2012,13,1
"CF","I",6,2013,15,1
"CF","I",6,2014,0,0
"CF","I",6,2015,0,0
"CF","I",6,2016,0,0
"CF","I",6,2017,0,2
"CF","I",6,2018,0,0
"CF","I",6,2019,1,2
"CF","I",6,2020,27,2
"CF","I",6,2021,4,0
"CF","I",7,2006,NA,0
"CF","I",7,2007,0,0
"CF","I",7,2008,1,0
"CF","I",7,2009,0,0
"CF","I",7,2010,2,2
"CF","I",7,2011,0,1
"CF","I",7,2012,0,0
"CF","I",7,2013,0,0
"CF","I",7,2014,0,0
"CF","I",7,2015,0,0
"CF","I",7,2016,0,0
"CF","I",7,2017,0,0
"CF","I",7,2018,0,0
"CF","I",7,2019,8,1
"CF","I",7,2020,12,0
"CF","I",7,2021,1,0
"CF","II",1,2006,21,2
"CF","II",1,2007,5,0
"CF","II",1,2008,19,4
"CF","II",1,2009,6,1
"CF","II",1,2010,1,0
"CF","II",1,2011,0,0
"CF","II",1,2012,0,0
"CF","II",1,2013,0,0
"CF","II",1,2014,0,0
"CF","II",1,2015,0,0
"CF","II",1,2016,0,0
"CF","II",1,2017,0,0
"CF","II",1,2018,0,0
"CF","II",1,2019,0,0
"CF","II",1,2020,0,0
"CF","II",1,2021,0,0
"CF","II",2,2006,31,3
"CF","II",2,2007,2,0
"CF","II",2,2008,4,4
"CF","II",2,2009,4,2
"CF","II",2,2010,8,9
"CF","II",2,2011,25,4
"CF","II",2,2012,13,3
"CF","II",2,2013,12,1
"CF","II",2,2014,2,0
"CF","II",2,2015,1,0
"CF","II",2,2016,0,0
"CF","II",2,2017,0,0
"CF","II",2,2018,0,0
"CF","II",2,2019,0,0
"CF","II",2,2020,1,0
"CF","II",2,2021,0,0
"CF","II",3,2006,17,1
"CF","II",3,2007,0,0
"CF","II",3,2008,22,0
"CF","II",3,2009,1,0
"CF","II",3,2010,1,2
"CF","II",3,2011,0,0
"CF","II",3,2012,0,0
"CF","II",3,2013,2,1
"CF","II",3,2014,0,0
"CF","II",3,2015,0,0
"CF","II",3,2016,0,0
"CF","II",3,2017,0,0
"CF","II",3,2018,0,0
"CF","II",3,2019,0,0
"CF","II",3,2020,0,0
"CF","II",3,2021,0,0
"CF","II",4,2006,3,3
"CF","II",4,2007,0,0
"CF","II",4,2008,2,0
"CF","II",4,2009,1,0
"CF","II",4,2010,0,0
"CF","II",4,2011,0,0
"CF","II",4,2012,2,0
"CF","II",4,2013,3,0
"CF","II",4,2014,0,0
"CF","II",4,2015,0,0
"CF","II",4,2016,0,0
"CF","II",4,2017,0,0
"CF","II",4,2018,0,0
"CF","II",4,2019,0,0
"CF","II",4,2020,0,0
"CF","II",4,2021,0,0
"CF","II",5,2006,46,5
"CF","II",5,2007,0,0
"CF","II",5,2008,5,2
"CF","II",5,2009,8,1
"CF","II",5,2010,25,11
"CF","II",5,2011,13,2
"CF","II",5,2012,2,0
"CF","II",5,2013,8,0
"CF","II",5,2014,0,0
"CF","II",5,2015,0,0
"CF","II",5,2016,0,0
"CF","II",5,2017,0,0
"CF","II",5,2018,0,0
"CF","II",5,2019,0,0
"CF","II",5,2020,0,0
"CF","II",5,2021,0,0
"CF","II",6,2006,NA,7
"CF","II",6,2007,14,7
"CF","II",6,2008,15,7
"CF","II",6,2009,15,3
"CF","II",6,2010,6,9
"CF","II",6,2011,36,10
"CF","II",6,2012,12,2
"CF","II",6,2013,43,0
"CF","II",6,2014,1,1
"CF","II",6,2015,1,0
"CF","II",6,2016,0,0
"CF","II",6,2017,3,1
"CF","II",6,2018,0,0
"CF","II",6,2019,0,0
"CF","II",6,2020,1,0
"CF","II",6,2021,0,0
"CF","II",7,2006,NA,8
"CF","II",7,2007,3,1
"CF","II",7,2008,1,8
"CF","II",7,2009,26,4
"CF","II",7,2010,44,13
"CF","II",7,2011,42,6
"CF","II",7,2012,14,4
"CF","II",7,2013,18,1
"CF","II",7,2014,3,1
"CF","II",7,2015,1,0
"CF","II",7,2016,0,0
"CF","II",7,2017,3,0
"CF","II",7,2018,0,0
"CF","II",7,2019,0,0
"CF","II",7,2020,12,3
"CF","II",7,2021,1,0
"CF","II",8,2006,NA,3
"CF","II",8,2007,0,0
"CF","II",8,2008,0,0
"CF","II",8,2009,3,2
"CF","II",8,2010,12,5
"CF","II",8,2011,11,6
"CF","II",8,2012,5,0
"CF","II",8,2013,1,0
"CF","II",8,2014,0,0
"CF","II",8,2015,2,0
"CF","II",8,2016,0,0
"CF","II",8,2017,3,1
"CF","II",8,2018,0,0
"CF","II",8,2019,1,1
"CF","II",8,2020,8,2
"CF","II",8,2021,3,0
"CF","III",1,2006,NA,1
"CF","III",1,2007,1,0
"CF","III",1,2008,2,1
"CF","III",1,2009,6,2
"CF","III",1,2010,31,8
"CF","III",1,2011,0,0
"CF","III",1,2012,2,0
"CF","III",1,2013,2,1
"CF","III",1,2014,0,0
"CF","III",1,2015,0,0
"CF","III",1,2016,0,0
"CF","III",1,2017,0,0
"CF","III",1,2018,0,0
"CF","III",1,2019,2,1
"CF","III",1,2020,35,3
"CF","III",1,2021,1,0
"CF","III",2,2006,NA,6
"CF","III",2,2007,2,1
"CF","III",2,2008,7,2
"CF","III",2,2009,11,3
"CF","III",2,2010,55,15
"CF","III",2,2011,45,6
"CF","III",2,2012,8,0
"CF","III",2,2013,14,1
"CF","III",2,2014,2,1
"CF","III",2,2015,1,0
"CF","III",2,2016,0,0
"CF","III",2,2017,4,1
"CF","III",2,2018,0,0
"CF","III",2,2019,7,1
"CF","III",2,2020,63,7
"CF","III",2,2021,7,0
"CF","III",3,2006,30,5
"CF","III",3,2007,0,0
"CF","III",3,2008,11,0
"CF","III",3,2009,4,0
"CF","III",3,2010,25,17
"CF","III",3,2011,0,10
"CF","III",3,2012,10,3
"CF","III",3,2013,18,0
"CF","III",3,2014,2,0
"CF","III",3,2015,1,0
"CF","III",3,2016,2,1
"CF","III",3,2017,10,0
"CF","III",3,2018,0,0
"CF","III",3,2019,0,0
"CF","III",3,2020,28,3
"CF","III",3,2021,1,0
"CF","III",4,2006,72,4
"CF","III",4,2007,2,1
"CF","III",4,2008,13,4
"CF","III",4,2009,61,23
"CF","III",4,2010,132,19
"CF","III",4,2011,0,0
"CF","III",4,2012,10,0
"CF","III",4,2013,17,0
"CF","III",4,2014,0,0
"CF","III",4,2015,2,0
"CF","III",4,2016,1,0
"CF","III",4,2017,9,1
"CF","III",4,2018,0,0
"CF","III",4,2019,7,2
"CF","III",4,2020,109,13
"CF","III",4,2021,5,3
"CF","III",5,2006,28,1
"CF","III",5,2007,0,1
"CF","III",5,2008,12,3
"CF","III",5,2009,14,7
"CF","III",5,2010,50,26
"CF","III",5,2011,97,17
"CF","III",5,2012,26,5
"CF","III",5,2013,20,0
"CF","III",5,2014,2,1
"CF","III",5,2015,0,0
"CF","III",5,2016,0,0
"CF","III",5,2017,0,0
"CF","III",5,2018,0,0
"CF","III",5,2019,3,0
"CF","III",5,2020,18,2
"CF","III",5,2021,3,0
"CF","III",6,2006,40,5
"CF","III",6,2007,0,0
"CF","III",6,2008,17,2
"CF","III",6,2009,13,4
"CF","III",6,2010,27,32
"CF","III",6,2011,89,14
"CF","III",6,2012,1,0
"CF","III",6,2013,21,3
"CF","III",6,2014,2,0
"CF","III",6,2015,4,0
"CF","III",6,2016,0,0
"CF","III",6,2017,39,12
"CF","III",6,2018,0,0
"CF","III",6,2019,5,0
"CF","III",6,2020,14,2
"CF","III",6,2021,0,0
"CF","III",7,2006,39,0
"CF","III",7,2007,0,0
"CF","III",7,2008,12,0
"CF","III",7,2009,53,14
"CF","III",7,2010,47,10
"CF","III",7,2011,5,0
"CF","III",7,2012,0,0
"CF","III",7,2013,0,0
"CF","III",7,2014,0,0
"CF","III",7,2015,1,1
"CF","III",7,2016,0,0
"CF","III",7,2017,2,0
"CF","III",7,2018,0,0
"CF","III",7,2019,0,0
"CF","III",7,2020,7,0
"CF","III",7,2021,2,0
"CF","IV",1,2006,28,0
"CF","IV",1,2007,2,0
"CF","IV",1,2008,9,6
"CF","IV",1,2009,12,2
"CF","IV",1,2010,66,6
"CF","IV",1,2011,18,4
"CF","IV",1,2012,1,0
"CF","IV",1,2013,4,0
"CF","IV",1,2014,0,0
"CF","IV",1,2015,1,0
"CF","IV",1,2016,0,0
"CF","IV",1,2017,10,0
"CF","IV",1,2018,0,0
"CF","IV",1,2019,0,0
"CF","IV",1,2020,2,1
"CF","IV",1,2021,1,0
"CF","IV",2,2006,26,0
"CF","IV",2,2007,1,0
"CF","IV",2,2008,8,2
"CF","IV",2,2009,16,7
"CF","IV",2,2010,84,7
"CF","IV",2,2011,0,0
"CF","IV",2,2012,0,0
"CF","IV",2,2013,3,0
"CF","IV",2,2014,0,0
"CF","IV",2,2015,0,0
"CF","IV",2,2016,0,0
"CF","IV",2,2017,9,3
"CF","IV",2,2018,0,0
"CF","IV",2,2019,2,1
"CF","IV",2,2020,11,0
"CF","IV",2,2021,1,0
"CF","IV",3,2006,24,3
"CF","IV",3,2007,1,0
"CF","IV",3,2008,4,2
"CF","IV",3,2009,56,9
"CF","IV",3,2010,24,2
"CF","IV",3,2011,0,0
"CF","IV",3,2012,3,2
"CF","IV",3,2013,14,1
"CF","IV",3,2014,2,0
"CF","IV",3,2015,4,1
"CF","IV",3,2016,1,0
"CF","IV",3,2017,8,1
"CF","IV",3,2018,0,0
"CF","IV",3,2019,1,0
"CF","IV",3,2020,8,0
"CF","IV",3,2021,2,0
"CF","IV",4,2006,47,2
"CF","IV",4,2007,0,2
"CF","IV",4,2008,7,2
"CF","IV",4,2009,14,3
"CF","IV",4,2010,27,9
"CF","IV",4,2011,23,14
"CF","IV",4,2012,4,0
"CF","IV",4,2013,5,0
"CF","IV",4,2014,2,0
"CF","IV",4,2015,0,0
"CF","IV",4,2016,0,0
"CF","IV",4,2017,14,5
"CF","IV",4,2018,0,0
"CF","IV",4,2019,1,1
"CF","IV",4,2020,27,4
"CF","IV",4,2021,5,1
"CF","IV",5,2006,57,4
"CF","IV",5,2007,2,1
"CF","IV",5,2008,2,5
"CF","IV",5,2009,105,7
"CF","IV",5,2010,69,17
"CF","IV",5,2011,15,14
"CF","IV",5,2012,12,1
"CF","IV",5,2013,25,0
"CF","IV",5,2014,2,0
"CF","IV",5,2015,0,0
"CF","IV",5,2016,0,0
"CF","IV",5,2017,2,2
"CF","IV",5,2018,0,0
"CF","IV",5,2019,62,2
"CF","IV",5,2020,67,9
"CF","IV",5,2021,5,0
"CF","IV",6,2006,NA,4
"CF","IV",6,2007,2,2
"CF","IV",6,2008,13,4
"CF","IV",6,2009,41,3
"CF","IV",6,2010,54,18
"CF","IV",6,2011,34,13
"CF","IV",6,2012,4,1
"CF","IV",6,2013,17,2
"CF","IV",6,2014,6,4
"CF","IV",6,2015,6,0
"CF","IV",6,2016,0,0
"CF","IV",6,2017,2,1
"CF","IV",6,2018,0,0
"CF","IV",6,2019,7,3
"CF","IV",6,2020,163,26
"CF","IV",6,2021,0,1
"CF","IV",7,2006,NA,3
"CF","IV",7,2007,4,0
"CF","IV",7,2008,10,1
"CF","IV",7,2009,57,1
"CF","IV",7,2010,42,7
"CF","IV",7,2011,39,3
"CF","IV",7,2012,1,1
"CF","IV",7,2013,19,0
"CF","IV",7,2014,1,0
"CF","IV",7,2015,0,0
"CF","IV",7,2016,0,0
"CF","IV",7,2017,1,0
"CF","IV",7,2018,0,0
"CF","IV",7,2019,1,0
"CF","IV",7,2020,6,2
"CF","IV",7,2021,7,0
"CF","IV",8,2006,NA,0
"CF","IV",8,2007,1,0
"CF","IV",8,2008,0,0
"CF","IV",8,2009,3,1
"CF","IV",8,2010,8,5
"CF","IV",8,2011,0,0
"CF","IV",8,2012,0,0
"CF","IV",8,2013,1,0
"CF","IV",8,2014,0,0
"CF","IV",8,2015,0,0
"CF","IV",8,2016,0,0
"CF","IV",8,2017,1,0
"CF","IV",8,2018,0,0
"CF","IV",8,2019,6,0
"CF","IV",8,2020,6,2
"CF","IV",8,2021,0,0
"CP3","I",1,2006,6,0
"CP3","I",1,2007,0,0
"CP3","I",1,2008,0,0
"CP3","I",1,2009,0,0
"CP3","I",1,2010,0,0
"CP3","I",1,2011,0,0
"CP3","I",1,2012,0,0
"CP3","I",1,2013,1,0
"CP3","I",1,2014,0,0
"CP3","I",1,2015,3,0
"CP3","I",1,2016,0,0
"CP3","I",1,2017,1,1
"CP3","I",1,2018,0,0
"CP3","I",1,2019,6,1
"CP3","I",1,2020,9,5
"CP3","I",1,2021,0,0
"CP3","I",2,2006,2,0
"CP3","I",2,2007,0,0
"CP3","I",2,2008,0,0
"CP3","I",2,2009,0,0
"CP3","I",2,2010,0,0
"CP3","I",2,2011,0,0
"CP3","I",2,2012,0,0
"CP3","I",2,2013,0,0
"CP3","I",2,2014,0,0
"CP3","I",2,2015,1,0
"CP3","I",2,2016,0,0
"CP3","I",2,2017,0,0
"CP3","I",2,2018,0,0
"CP3","I",2,2019,1,0
"CP3","I",2,2020,14,3
"CP3","I",2,2021,6,0
"CP3","I",3,2006,3,0
"CP3","I",3,2007,0,0
"CP3","I",3,2008,0,0
"CP3","I",3,2009,0,0
"CP3","I",3,2010,0,0
"CP3","I",3,2011,0,0
"CP3","I",3,2012,0,0
"CP3","I",3,2013,0,0
"CP3","I",3,2014,0,0
"CP3","I",3,2015,0,0
"CP3","I",3,2016,0,0
"CP3","I",3,2017,0,0
"CP3","I",3,2018,0,0
"CP3","I",3,2019,0,0
"CP3","I",3,2020,0,0
"CP3","I",3,2021,2,0
"CP3","I",4,2006,0,0
"CP3","I",4,2007,0,0
"CP3","I",4,2008,0,0
"CP3","I",4,2009,0,0
"CP3","I",4,2010,1,1
"CP3","I",4,2011,0,0
"CP3","I",4,2012,0,0
"CP3","I",4,2013,0,0
"CP3","I",4,2014,0,0
"CP3","I",4,2015,0,0
"CP3","I",4,2016,0,0
"CP3","I",4,2017,0,0
"CP3","I",4,2018,0,0
"CP3","I",4,2019,0,0
"CP3","I",4,2020,0,0
"CP3","I",4,2021,0,0
"CP3","I",5,2006,NA,0
"CP3","I",5,2007,0,0
"CP3","I",5,2008,0,0
"CP3","I",5,2009,0,0
"CP3","I",5,2010,1,1
"CP3","I",5,2011,0,0
"CP3","I",5,2012,0,0
"CP3","I",5,2013,0,0
"CP3","I",5,2014,0,0
"CP3","I",5,2015,0,0
"CP3","I",5,2016,0,0
"CP3","I",5,2017,0,0
"CP3","I",5,2018,0,0
"CP3","I",5,2019,0,0
"CP3","I",5,2020,1,1
"CP3","I",5,2021,0,0
"CP3","I",6,2006,NA,0
"CP3","I",6,2007,0,0
"CP3","I",6,2008,0,0
"CP3","I",6,2009,0,0
"CP3","I",6,2010,2,0
"CP3","I",6,2011,0,0
"CP3","I",6,2012,0,0
"CP3","I",6,2013,0,0
"CP3","I",6,2014,0,0
"CP3","I",6,2015,0,0
"CP3","I",6,2016,0,0
"CP3","I",6,2017,0,0
"CP3","I",6,2018,0,0
"CP3","I",6,2019,0,0
"CP3","I",6,2020,0,0
"CP3","I",6,2021,0,0
"CP3","I",7,2006,NA,0
"CP3","I",7,2007,0,0
"CP3","I",7,2008,0,0
"CP3","I",7,2009,0,0
"CP3","I",7,2010,1,0
"CP3","I",7,2011,0,0
"CP3","I",7,2012,0,0
"CP3","I",7,2013,0,0
"CP3","I",7,2014,0,0
"CP3","I",7,2015,0,0
"CP3","I",7,2016,0,0
"CP3","I",7,2017,0,0
"CP3","I",7,2018,0,0
"CP3","I",7,2019,0,0
"CP3","I",7,2020,0,0
"CP3","I",7,2021,0,0
"CP3","II",1,2006,0,0
"CP3","II",1,2007,2,0
"CP3","II",1,2008,1,0
"CP3","II",1,2009,1,3
"CP3","II",1,2010,11,6
"CP3","II",1,2011,0,1
"CP3","II",1,2012,0,0
"CP3","II",1,2013,0,0
"CP3","II",1,2014,0,0
"CP3","II",1,2015,1,0
"CP3","II",1,2016,0,0
"CP3","II",1,2017,0,0
"CP3","II",1,2018,0,0
"CP3","II",1,2019,1,0
"CP3","II",1,2020,2,0
"CP3","II",1,2021,4,0
"CP3","II",2,2006,3,0
"CP3","II",2,2007,1,0
"CP3","II",2,2008,4,2
"CP3","II",2,2009,1,0
"CP3","II",2,2010,4,1
"CP3","II",2,2011,1,0
"CP3","II",2,2012,0,0
"CP3","II",2,2013,1,0
"CP3","II",2,2014,0,0
"CP3","II",2,2015,0,0
"CP3","II",2,2016,0,0
"CP3","II",2,2017,0,0
"CP3","II",2,2018,0,0
"CP3","II",2,2019,1,0
"CP3","II",2,2020,1,1
"CP3","II",2,2021,0,0
"CP3","II",3,2006,3,1
"CP3","II",3,2007,10,8
"CP3","II",3,2008,2,0
"CP3","II",3,2009,1,0
"CP3","II",3,2010,1,1
"CP3","II",3,2011,0,0
"CP3","II",3,2012,0,0
"CP3","II",3,2013,2,0
"CP3","II",3,2014,0,0
"CP3","II",3,2015,0,0
"CP3","II",3,2016,0,0
"CP3","II",3,2017,1,0
"CP3","II",3,2018,0,0
"CP3","II",3,2019,1,0
"CP3","II",3,2020,8,11
"CP3","II",3,2021,1,0
"CP3","II",4,2006,12,0
"CP3","II",4,2007,6,0
"CP3","II",4,2008,3,0
"CP3","II",4,2009,0,0
"CP3","II",4,2010,2,1
"CP3","II",4,2011,1,1
"CP3","II",4,2012,0,0
"CP3","II",4,2013,0,0
"CP3","II",4,2014,0,0
"CP3","II",4,2015,0,0
"CP3","II",4,2016,0,0
"CP3","II",4,2017,0,0
"CP3","II",4,2018,0,0
"CP3","II",4,2019,2,0
"CP3","II",4,2020,3,2
"CP3","II",4,2021,0,0
"CP3","II",5,2006,3,1
"CP3","II",5,2007,4,5
"CP3","II",5,2008,1,0
"CP3","II",5,2009,0,0
"CP3","II",5,2010,1,0
"CP3","II",5,2011,2,1
"CP3","II",5,2012,0,0
"CP3","II",5,2013,1,0
"CP3","II",5,2014,0,0
"CP3","II",5,2015,0,0
"CP3","II",5,2016,0,0
"CP3","II",5,2017,0,0
"CP3","II",5,2018,0,0
"CP3","II",5,2019,2,0
"CP3","II",5,2020,4,4
"CP3","II",5,2021,1,0
"CP3","II",6,2006,9,3
"CP3","II",6,2007,15,7
"CP3","II",6,2008,2,3
"CP3","II",6,2009,0,0
"CP3","II",6,2010,4,1
"CP3","II",6,2011,0,0
"CP3","II",6,2012,0,0
"CP3","II",6,2013,0,0
"CP3","II",6,2014,0,0
"CP3","II",6,2015,0,0
"CP3","II",6,2016,0,0
"CP3","II",6,2017,1,0
"CP3","II",6,2018,2,0
"CP3","II",6,2019,0,0
"CP3","II",6,2020,8,0
"CP3","II",6,2021,2,0
"CP3","II",7,2006,NA,1
"CP3","II",7,2007,13,3
"CP3","II",7,2008,7,0
"CP3","II",7,2009,2,2
"CP3","II",7,2010,4,1
"CP3","II",7,2011,0,0
"CP3","II",7,2012,0,0
"CP3","II",7,2013,6,2
"CP3","II",7,2014,0,0
"CP3","II",7,2015,1,0
"CP3","II",7,2016,0,0
"CP3","II",7,2017,0,0
"CP3","II",7,2018,0,0
"CP3","II",7,2019,2,0
"CP3","II",7,2020,6,0
"CP3","II",7,2021,1,0
"CP3","II",8,2006,NA,2
"CP3","II",8,2007,17,1
"CP3","II",8,2008,7,1
"CP3","II",8,2009,2,2
"CP3","II",8,2010,12,2
"CP3","II",8,2011,1,1
"CP3","II",8,2012,0,0
"CP3","II",8,2013,3,0
"CP3","II",8,2014,0,0
"CP3","II",8,2015,1,0
"CP3","II",8,2016,0,0
"CP3","II",8,2017,1,0
"CP3","II",8,2018,0,0
"CP3","II",8,2019,1,0
"CP3","II",8,2020,0,0
"CP3","II",8,2021,0,0
"CP3","III",1,2006,3,3
"CP3","III",1,2007,26,1
"CP3","III",1,2008,2,4
"CP3","III",1,2009,6,0
"CP3","III",1,2010,1,0
"CP3","III",1,2011,0,0
"CP3","III",1,2012,0,0
"CP3","III",1,2013,6,0
"CP3","III",1,2014,0,0
"CP3","III",1,2015,0,0
"CP3","III",1,2016,0,0
"CP3","III",1,2017,1,0
"CP3","III",1,2018,0,0
"CP3","III",1,2019,2,1
"CP3","III",1,2020,4,7
"CP3","III",1,2021,3,0
"CP3","III",2,2006,22,2
"CP3","III",2,2007,18,0
"CP3","III",2,2008,6,2
"CP3","III",2,2009,8,1
"CP3","III",2,2010,0,0
"CP3","III",2,2011,0,0
"CP3","III",2,2012,0,0
"CP3","III",2,2013,0,0
"CP3","III",2,2014,0,0
"CP3","III",2,2015,0,0
"CP3","III",2,2016,0,0
"CP3","III",2,2017,0,0
"CP3","III",2,2018,0,0
"CP3","III",2,2019,0,0
"CP3","III",2,2020,28,0
"CP3","III",2,2021,26,0
"CP3","III",3,2006,3,1
"CP3","III",3,2007,10,0
"CP3","III",3,2008,1,0
"CP3","III",3,2009,0,0
"CP3","III",3,2010,1,0
"CP3","III",3,2011,0,0
"CP3","III",3,2012,0,0
"CP3","III",3,2013,0,0
"CP3","III",3,2014,0,0
"CP3","III",3,2015,0,0
"CP3","III",3,2016,0,0
"CP3","III",3,2017,1,0
"CP3","III",3,2018,0,0
"CP3","III",3,2019,0,0
"CP3","III",3,2020,2,0
"CP3","III",3,2021,2,0
"CP3","III",4,2006,12,0
"CP3","III",4,2007,6,0
"CP3","III",4,2008,0,2
"CP3","III",4,2009,0,0
"CP3","III",4,2010,3,0
"CP3","III",4,2011,3,0
"CP3","III",4,2012,0,0
"CP3","III",4,2013,3,0
"CP3","III",4,2014,0,1
"CP3","III",4,2015,1,0
"CP3","III",4,2016,0,0
"CP3","III",4,2017,0,0
"CP3","III",4,2018,0,0
"CP3","III",4,2019,4,0
"CP3","III",4,2020,0,0
"CP3","III",4,2021,5,0
"CP3","III",5,2006,NA,6
"CP3","III",5,2007,19,0
"CP3","III",5,2008,0,2
"CP3","III",5,2009,16,6
"CP3","III",5,2010,6,4
"CP3","III",5,2011,1,0
"CP3","III",5,2012,0,0
"CP3","III",5,2013,1,0
"CP3","III",5,2014,0,0
"CP3","III",5,2015,0,0
"CP3","III",5,2016,0,0
"CP3","III",5,2017,0,0
"CP3","III",5,2018,0,0
"CP3","III",5,2019,0,0
"CP3","III",5,2020,0,0
"CP3","III",5,2021,0,0
"CP3","III",6,2006,NA,0
"CP3","III",6,2007,4,2
"CP3","III",6,2008,6,0
"CP3","III",6,2009,3,2
"CP3","III",6,2010,7,1
"CP3","III",6,2011,0,0
"CP3","III",6,2012,0,0
"CP3","III",6,2013,0,0
"CP3","III",6,2014,0,0
"CP3","III",6,2015,0,0
"CP3","III",6,2016,0,0
"CP3","III",6,2017,0,0
"CP3","III",6,2018,0,0
"CP3","III",6,2019,0,0
"CP3","III",6,2020,0,0
"CP3","III",6,2021,0,0
"CP3","III",7,2006,NA,2
"CP3","III",7,2007,5,2
"CP3","III",7,2008,4,1
"CP3","III",7,2009,1,3
"CP3","III",7,2010,4,3
"CP3","III",7,2011,0,0
"CP3","III",7,2012,0,0
"CP3","III",7,2013,0,0
"CP3","III",7,2014,0,0
"CP3","III",7,2015,0,0
"CP3","III",7,2016,0,0
"CP3","III",7,2017,0,0
"CP3","III",7,2018,0,0
"CP3","III",7,2019,0,0
"CP3","III",7,2020,0,0
"CP3","III",7,2021,0,0
"CP3","IV",1,2006,3,0
"CP3","IV",1,2007,2,0
"CP3","IV",1,2008,0,0
"CP3","IV",1,2009,0,0
"CP3","IV",1,2010,0,0
"CP3","IV",1,2011,0,0
"CP3","IV",1,2012,0,0
"CP3","IV",1,2013,0,0
"CP3","IV",1,2014,0,0
"CP3","IV",1,2015,0,0
"CP3","IV",1,2016,0,0
