"site","bagNo","round","age","block","germStart","germCount","viabStart","viabStain"
"OKRW",30,1,1,7,15,2,13,13
"OKRW",30,1,1,13,13,7,6,6
"OSR",1,1,1,1,7,1,6,4
"OSR",1,1,1,14,2,1,0,NA
"OSR",2,1,1,3,9,5,4,3
"OSR",6,1,1,5,15,8,7,7
"OSR",6,1,1,12,15,12,3,0
"OSR",6,1,1,15,15,6,9,5
"OSR",6,1,1,16,15,12,3,2
"OSR",12,1,1,2,15,7,8,5
"OSR",12,1,1,11,7,3,4,0
"OSR",14,1,1,10,7,5,2,1
"OSR",15,1,1,8,15,7,8,3
"OSR",15,1,1,13,5,2,3,2
"OSR",20,1,1,9,13,5,7,6
"OSR",22,1,1,7,5,2,3,3
"OSR",27,1,1,4,2,2,0,NA
"OSR",28,1,1,6,13,4,9,6
"S22",3,1,1,5,15,0,10,10
"S22",3,1,1,15,15,0,10,8
"S22",5,1,1,8,15,2,13,11
"S22",5,1,1,10,15,0,12,7
"S22",8,1,1,4,15,1,10,10
"S22",8,1,1,12,15,6,9,8
"S22",9,1,1,7,15,0,15,13
"S22",10,1,1,9,15,0,12,12
"S22",19,1,1,6,15,0,10,8
"S22",19,1,1,16,15,2,10,6
"S22",22,1,1,3,15,2,10,10
"S22",22,1,1,13,3,1,2,2
"S22",24,1,1,1,15,4,10,7
"S22",24,1,1,14,15,6,9,8
"S22",30,1,1,2,15,2,10,7
"S22",30,1,1,11,14,5,9,3
"SM",5,1,1,6,15,1,10,8
"SM",5,1,1,15,15,4,10,7
"SM",9,1,1,4,15,0,10,9
"SM",9,1,1,11,15,8,7,7
"SM",18,1,1,5,15,1,10,9
"SM",18,1,1,12,15,3,12,9
"SM",20,1,1,3,15,2,10,9
"SM",20,1,1,16,15,2,10,8
"SM",21,1,1,8,10,1,10,2
"SM",25,1,1,1,15,5,10,9
"SM",25,1,1,14,15,6,8,6
"SM",28,1,1,2,15,5,10,10
"SM",28,1,1,13,15,4,10,9
"SM",29,1,1,9,15,0,12,3
"SM",29,1,1,10,15,1,12,0
"SM",31,1,1,7,9,1,8,2
"URS",6,1,1,3,15,4,10,10
"URS",6,1,1,14,15,6,9,6
"URS",7,1,1,7,15,1,14,14
"URS",7,1,1,9,15,1,12,11
"URS",7,1,1,16,15,1,10,9
"URS",15,1,1,6,15,2,7,7
"URS",15,1,1,8,15,5,10,9
"URS",17,1,1,4,15,6,9,5
"URS",17,1,1,11,4,2,2,0
"URS",23,1,1,1,15,3,10,5
"URS",23,1,1,12,15,12,3,2
"URS",25,1,1,5,15,2,10,4
"URS",25,1,1,13,15,1,10,1
"URS",25,1,1,15,15,1,10,2
"URS",28,1,1,2,15,3,10,1
"URS",28,1,1,10,15,3,12,2
"BG",5,1,2,2,13,10,1,1
"BG",5,1,2,11,15,9,6,2
"BG",6,1,2,3,12,6,6,2
"BG",6,1,2,12,10,3,7,2
"BG",6,1,2,15,13,5,8,3
"BG",12,1,2,5,15,2,10,5
"BG",14,1,2,4,6,0,6,0
"BG",19,1,2,6,15,4,7,4
"BG",19,1,2,14,14,0,10,6
"BG",23,1,2,1,3,1,2,2
"BR",1,1,2,5,15,9,6,2
"BR",3,1,2,1,15,11,4,4
"BR",6,1,2,8,15,11,4,4
"BR",9,1,2,4,15,11,4,4
"BR",9,1,2,12,12,8,4,4
"BR",18,1,2,7,15,3,10,1
"BR",21,1,2,3,9,4,4,0
"BR",26,1,2,9,15,10,5,0
"BR",26,1,2,14,15,12,3,2
"BR",28,1,2,2,15,12,3,1
"BR",28,1,2,15,13,7,6,4
"BR",30,1,2,6,13,1,10,2
"CF",1,1,2,3,15,10,5,3
"CF",2,1,2,4,15,12,3,3
"CF",2,1,2,12,14,13,1,0
"CF",5,1,2,8,15,15,0,NA
"CF",5,1,2,15,14,13,1,0
"CF",10,1,2,6,15,1,10,0
"CF",11,1,2,1,15,10,5,4
"CF",11,1,2,11,15,11,4,2
"CF",15,1,2,2,15,13,2,1
"CF",16,1,2,5,15,15,0,NA
"CF",25,1,2,9,15,9,6,0
"CF",25,1,2,14,15,9,6,0
"CF",27,1,2,7,15,13,2,0
"CP3",2,1,2,7,6,0,6,0
"CP3",4,1,2,1,15,1,10,0
"CP3",4,1,2,9,15,0,10,1
"CP3",12,1,2,5,15,10,5,1
"CP3",12,1,2,12,14,10,4,3
"CP3",12,1,2,15,15,7,8,0
"CP3",18,1,2,14,15,12,3,1
"CP3",20,1,2,3,15,4,9,1
"CP3",20,1,2,11,15,3,10,8
"CP3",21,1,2,4,15,0,10,0
"CP3",25,1,2,6,6,0,6,2
"CP3",25,1,2,8,15,11,4,4
"CP3",29,1,2,2,15,13,2,0
"DEM",5,1,2,1,12,5,7,5
"DEM",5,1,2,7,15,12,3,1
"DEM",7,1,2,3,15,10,5,5
"DEM",9,1,2,4,10,6,4,2
"DEM",10,1,2,5,15,7,5,2
"DEM",10,1,2,11,1,0,1,0
"DEM",17,1,2,2,15,13,2,1
"DEM",17,1,2,14,15,10,5,2
"DEM",20,1,2,6,15,15,0,NA
"DEM",20,1,2,12,15,15,0,NA
"DEM",20,1,2,15,9,9,0,NA
"DLW",1,1,2,6,15,15,0,NA
"DLW",1,1,2,11,4,3,1,0
"DLW",11,1,2,7,13,5,8,1
"DLW",14,1,2,2,15,10,5,3
"DLW",14,1,2,12,6,3,3,3
"DLW",16,1,2,1,11,3,7,3
"DLW",18,1,2,5,12,4,8,1
"DLW",25,1,2,8,15,14,1,1
"DLW",25,1,2,14,15,11,3,3
"DLW",25,1,2,15,14,13,1,0
"DLW",27,1,2,4,11,3,8,7
"DLW",30,1,2,3,4,2,2,2
"EC",3,1,2,2,15,5,4,2
"EC",3,1,2,15,14,1,10,2
"EC",4,1,2,1,15,9,6,4
"EC",4,1,2,9,1,0,1,0
"EC",6,1,2,3,3,2,1,0
"EC",8,1,2,7,15,11,4,1
"EC",8,1,2,12,6,4,2,0
"EC",12,1,2,5,15,8,6,5
"EC",12,1,2,14,9,4,4,0
"EC",19,1,2,4,15,6,6,5
"EC",28,1,2,8,15,13,2,2
"EC",28,1,2,11,14,10,4,3
"EC",29,1,2,6,15,7,8,8
"FR",2,1,2,7,15,7,8,7
"FR",2,1,2,15,15,5,10,4
"FR",3,1,2,3,15,13,2,0
"FR",3,1,2,14,15,12,3,3
"FR",5,1,2,1,9,4,5,4
"FR",10,1,2,8,15,12,3,3
"FR",17,1,2,2,15,12,3,3
"FR",19,1,2,6,6,0,6,0
"FR",21,1,2,5,15,10,4,3
"FR",21,1,2,12,15,12,3,2
"FR",26,1,2,4,15,11,4,4
"FR",26,1,2,11,8,4,3,0
"GCN",6,1,2,2,15,9,6,6
"GCN",6,1,2,14,10,5,5,4
"GCN",11,1,2,5,15,11,3,3
"GCN",12,1,2,9,15,11,4,4
"GCN",12,1,2,15,15,13,2,2
"GCN",18,1,2,3,15,2,10,4
"GCN",21,1,2,6,15,7,8,6
"GCN",21,1,2,11,5,2,3,3
"GCN",22,1,2,4,15,10,5,5
"GCN",24,1,2,7,15,11,2,2
"GCN",24,1,2,12,15,8,7,5
"GCN",25,1,2,1,10,6,4,4
"GCN",26,1,2,8,4,3,1,1
"KYE",2,1,2,5,15,5,9,4
"KYE",2,1,2,15,14,8,6,1
"KYE",7,1,2,6,15,10,5,2
"KYE",10,1,2,1,15,3,10,9
"KYE",13,1,2,3,9,3,6,1
"KYE",14,1,2,8,15,10,5,3
"KYE",14,1,2,11,15,9,6,4
"KYE",16,1,2,2,15,11,4,2
"KYE",16,1,2,12,15,11,4,3
"KYE",18,1,2,4,15,12,3,1
"KYE",22,1,2,7,15,8,7,5
"KYE",30,1,2,9,15,8,7,6
"KYE",30,1,2,14,15,7,8,8
"LCE",13,1,2,9,1,1,0,NA
"LCE",16,1,2,2,15,5,10,8
"LCE",16,1,2,11,6,1,5,3
"LCE",17,1,2,8,15,1,9,5
"LCE",18,1,2,7,4,2,0,NA
"LCE",23,1,2,1,15,4,10,5
"LCE",25,1,2,5,15,8,4,2
"LCE",25,1,2,14,4,0,4,3
"LCE",26,1,2,4,15,6,10,0
"LCE",26,1,2,15,3,0,3,0
"LCE",29,1,2,3,15,3,10,2
"LCE",30,1,2,6,15,8,10,7
"LCE",30,1,2,12,15,3,10,6
"LCW",3,1,2,4,6,2,2,0
"LCW",4,1,2,2,15,12,3,3
"LCW",4,1,2,14,15,13,2,2
"LCW",10,1,2,6,13,9,4,0
"LCW",10,1,2,12,15,8,5,2
"LCW",16,1,2,1,15,0,10,2
"LCW",16,1,2,11,6,4,2,0
"LCW",19,1,2,8,14,11,3,0
"LCW",20,1,2,7,15,12,3,1
"LCW",20,1,2,15,15,14,1,0
"LCW",22,1,2,5,6,3,3,3
"LCW",29,1,2,1,15,5,7,4
"LCW",29,1,2,9,15,8,7,1
"LO",4,1,2,5,15,1,10,6
"LO",15,1,2,2,6,1,5,4
"LO",16,1,2,1,6,2,4,3
"LO",18,1,2,7,15,5,10,4
"LO",18,1,2,11,10,4,6,6
"LO",23,1,2,6,3,1,2,0
"LO",24,1,2,9,15,9,6,4
"LO",24,1,2,14,15,11,4,2
"LO",25,1,2,3,15,11,4,2
"LO",25,1,2,12,2,0,2,0
"LO",27,1,2,8,15,3,10,6
"LO",29,1,2,4,15,2,10,5
"LO",29,1,2,15,4,0,4,1
"MC",2,1,2,11,15,0,10,4
"MC",11,1,2,4,15,11,4,4
"MC",12,1,2,5,15,6,3,3
"MC",12,1,2,14,15,7,7,4
"MC",14,1,2,2,15,7,7,4
"MC",19,1,2,6,15,7,8,1
"MC",19,1,2,12,2,0,2,0
"MC",21,1,2,3,15,8,7,5
"MC",21,1,2,9,15,10,5,1
"MC",21,1,2,15,14,5,9,8
"MC",23,1,2,8,15,12,7,1
"MC",26,1,2,7,15,11,4,2
"OKRE",2,1,2,9,15,14,1,0
"OKRE",4,1,2,3,7,3,4,0
"OKRE",8,1,2,5,15,6,9,7
"OKRE",12,1,2,2,15,11,4,3
"OKRE",12,1,2,14,15,9,6,3
"OKRE",17,1,2,7,15,15,0,NA
"OKRE",19,1,2,8,14,13,1,1
"OKRE",22,1,2,4,15,14,2,0
"OKRE",22,1,2,12,15,9,5,0
"OKRE",27,1,2,6,15,12,3,0
"OKRE",27,1,2,15,15,13,1,0
"OKRE",28,1,2,1,15,4,9,8
"OKRE",28,1,2,11,15,11,4,4
"OKRW",2,1,2,4,15,0,10,3
"OKRW",2,1,2,12,15,0,10,1
"OKRW",6,1,2,6,15,8,7,6
"OKRW",6,1,2,15,15,9,6,5
"OKRW",13,1,2,5,7,2,5,4
"OKRW",19,1,2,7,15,13,4,0
"OKRW",19,1,2,11,7,2,5,3
"OKRW",20,1,2,8,10,5,5,3
"OKRW",21,1,2,3,5,2,3,1
"OKRW",26,1,2,9,15,14,1,0
"OKRW",26,1,2,14,15,4,10,10
"OKRW",27,1,2,1,5,2,3,3
"OSR",3,1,2,2,15,14,1,0
"OSR",3,1,2,14,2,1,1,1
"OSR",7,1,2,6,4,3,1,1
"OSR",10,1,2,4,7,3,4,0
"OSR",17,1,2,5,15,12,1,0
"OSR",17,1,2,12,15,6,10,4
"OSR",17,1,2,15,13,9,3,2
"OSR",18,1,2,8,8,6,2,0
"OSR",23,1,2,1,15,3,10,5
"OSR",23,1,2,9,5,0,5,0
"OSR",25,1,2,3,15,11,4,4
"OSR",25,1,2,11,11,0,10,2
"OSR",30,1,2,7,15,15,0,NA
"S22",1,1,2,5,15,5,9,8
"S22",1,1,2,15,9,1,8,6
"S22",2,1,2,8,15,0,10,3
"S22",2,1,2,11,9,0,9,5
"S22",7,1,2,4,15,4,10,8
"S22",11,1,2,6,4,2,2,2
"S22",17,1,2,1,15,2,10,5
"S22",17,1,2,9,15,3,10,7
"S22",20,1,2,3,15,1,10,6
"S22",20,1,2,12,15,0,10,8
"S22",25,1,2,7,15,0,10,2
"S22",25,1,2,14,8,0,7,0
"S22",26,1,2,2,13,4,9,7
"SM",3,1,2,4,15,1,10,2
"SM",6,1,2,2,15,2,10,9
"SM",6,1,2,12,14,5,8,3
"SM",7,1,2,3,15,5,9,9
"SM",7,1,2,15,7,1,6,3
"SM",11,1,2,7,15,5,10,10
"SM",11,1,2,11,3,2,1,0
"SM",12,1,2,5,15,7,8,5
"SM",12,1,2,14,12,2,9,2
"SM",16,1,2,6,15,8,5,5
"SM",19,1,2,8,15,5,10,4
"SM",27,1,2,1,12,1,10,0
"URS",2,1,2,2,1,0,1,0
"URS",3,1,2,3,2,0,2,1
"URS",13,1,2,1,15,8,8,3
"URS",13,1,2,6,15,7,8,1
"URS",16,1,2,5,12,3,8,3
"URS",26,1,2,4,7,4,3,0
"BG",16,1,3,2,1,1,0,NA
"BG",24,1,3,3,8,5,2,1
"BG",27,1,3,1,13,12,1,0
"BR",2,1,3,8,3,2,1,0
"BR",4,1,3,2,7,2,5,2
"BR",7,1,3,6,1,0,1,0
"BR",12,1,3,4,15,4,10,0
"BR",12,1,3,11,15,4,10,0
"BR",13,1,3,3,15,6,8,4
"BR",13,1,3,10,15,5,10,1
"BR",15,1,3,9,15,14,1,1
"BR",15,1,3,13,11,11,0,NA
"BR",22,1,3,5,3,0,3,1
"BR",27,1,3,7,14,10,4,2
"BR",27,1,3,12,15,13,2,0
"CF",4,1,3,3,1,1,0,NA
"CF",6,1,3,6,7,4,3,3
"CF",7,1,3,2,14,14,0,NA
"CF",7,1,3,11,3,2,3,0
"CF",14,1,3,10,1,1,0,NA
"CF",19,1,3,4,5,3,1,0
"CF",20,1,3,5,7,7,0,NA
"CF",21,1,3,7,7,7,0,NA
"CF",23,1,3,8,15,12,3,2
"CF",23,1,3,12,15,15,0,NA
"CF",28,1,3,9,2,1,1,0
"CP3",1,1,3,4,7,1,6,4
"CP3",6,1,3,5,15,12,3,2
"CP3",10,1,3,1,2,1,1,1
"CP3",107,1,3,2,3,0,3,0
"CP3",22,1,3,7,15,13,2,0
"CP3",22,1,3,8,15,12,3,1
"CP3",22,1,3,9,15,12,3,0
"CP3",22,1,3,10,4,2,2,1
"CP3",26,1,3,6,13,1,10,7
"CP3",27,1,3,3,9,0,8,0
"DEM",1,1,3,5,15,8,7,1
"DEM",3,1,3,1,15,11,4,3
"DEM",3,1,3,6,1,1,0,NA
"DEM",6,1,3,3,2,0,2,0
"DEM",22,1,3,2,5,3,2,0
"DEM",24,1,3,4,8,8,0,NA
"DLW",3,1,3,1,15,0,10,1
"DLW",3,1,3,8,15,0,10,1
"DLW",3,1,3,10,7,0,7,0
"DLW",7,1,3,2,9,8,1,1
"DLW",8,1,3,6,12,6,6,2
"DLW",15,1,3,3,8,6,2,2
"DLW",19,1,3,4,9,4,5,1
"DLW",22,1,3,7,15,13,2,1
"DLW",22,1,3,9,1,0,1,0
"EC",7,1,3,2,3,0,3,2
"EC",10,1,3,3,15,13,2,0
"EC",13,1,3,6,1,0,1,1
"EC",15,1,3,4,8,2,5,0
"EC",16,1,3,1,2,0,2,1
"EC",26,1,3,5,3,0,3,2
"FR",6,1,3,3,15,0,10,1
"FR",6,1,3,7,15,0,10,0
"FR",6,1,3,8,2,0,2,0
"FR",11,1,3,4,4,4,0,NA
"FR",20,1,3,1,4,3,0,NA
"FR",22,1,3,2,15,13,1,1
"FR",22,1,3,6,1,1,0,NA
"GCN",2,1,3,6,12,0,10,2
"GCN",9,1,3,3,14,10,4,2
"GCN",10,1,3,7,15,10,5,3
"GCN",10,1,3,11,15,10,5,4
"GCN",10,1,3,13,15,13,2,0
"GCN",14,1,3,4,15,5,10,5
"GCN",14,1,3,9,4,2,2,1
"GCN",15,1,3,5,15,8,7,5
"GCN",15,1,3,10,15,10,5,3
"GCN",15,1,3,12,15,12,3,2
"GCN",17,1,3,2,2,1,1,1
"GCN",19,1,3,1,15,7,8,6
"GCN",19,1,3,8,7,7,0,NA
"KYE",4,1,3,2,15,11,4,4
"KYE",4,1,3,10,15,8,7,3
"KYE",6,1,3,9,1,0,1,0
"KYE",9,1,3,3,15,5,10,3
"KYE",9,1,3,11,15,6,9,7
"KYE",11,1,3,4,15,8,7,3
"KYE",11,1,3,12,15,8,7,4
"KYE",17,1,3,6,15,12,3,3
"KYE",17,1,3,14,15,13,2,1
"KYE",21,1,3,8,3,1,2,2
"KYE",25,1,3,5,15,0,10,1
"KYE",25,1,3,13,15,0,10,2
"KYE",28,1,3,7,13,4,9,9
"KYE",29,1,3,1,1,0,1,1
"LCE",1,1,3,6,15,1,10,10
"LCE",1,1,3,12,9,7,2,1
"LCE",2,1,3,5,15,0,10,1
"LCE",2,1,3,11,15,0,10,0
"LCE",103,1,3,4,15,11,4,3
"LCE",103,1,3,10,15,12,3,2
"LCE",4,1,3,9,2,0,2,0
"LCE",10,1,3,8,15,7,8,2
"LCE",10,1,3,13,14,8,6,0
"LCE",11,1,3,3,1,1,0,NA
"LCE",20,1,3,2,6,2,4,0
"LCE",22,1,3,7,8,0,8,0
"LCE",27,1,3,1,9,1,6,0
"LCW",7,1,3,2,15,8,7,4
"LCW",7,1,3,8,1,1,0,NA
"LCW",11,1,3,5,7,6,1,1
"LCW",13,1,3,6,5,1,4,2
"LCW",25,1,3,1,6,3,3,1
"LCW",30,1,3,4,3,1,2,2
"LCW",100,1,3,3,9,5,4,0
"LO",1,1,3,5,4,4,0,NA
"LO",7,1,3,6,1,0,1,0
"LO",10,1,3,4,15,1,10,2
"LO",10,1,3,11,15,1,10,2
"LO",13,1,3,3,12,3,9,6
"LO",19,1,3,8,15,0,10,1
"LO",19,1,3,12,5,0,5,0
"LO",20,1,3,1,15,0,9,0
"LO",20,1,3,10,15,0,10,0
"LO",26,1,3,2,5,0,5,0
"LO",28,1,3,9,3,0,3,0
"LO",30,1,3,7,10,0,10,1
"MC",1,1,3,5,3,3,0,NA
"MC",6,1,3,9,11,9,2,0
"MC",9,1,3,7,15,7,8,4
"MC",9,1,3,11,15,11,4,1
"MC",9,1,3,13,4,3,1,0
"MC",10,1,3,3,2,1,1,0
"MC",16,1,3,6,2,1,1,0
"MC",18,1,3,4,3,0,3,3
"MC",20,1,3,8,1,1,0,NA
"MC",22,1,3,2,8,3,2,2
"MC",27,1,3,1,15,10,4,4
"MC",27,1,3,10,2,0,2,0
"OKRE",3,1,3,2,7,7,0,NA
"OKRE",7,1,3,9,8,7,1,0
"OKRE",13,1,3,8,15,13,2,2
"OKRE",13,1,3,14,10,9,1,0
"OKRE",16,1,3,7,14,10,4,4
"OKRE",16,1,3,13,2,2,0,NA
"OKRE",18,1,3,5,15,9,6,4
"OKRE",18,1,3,11,8,5,3,2
"OKRE",23,1,3,3,7,2,5,3
"OKRE",24,1,3,6,15,10,5,3
"OKRE",24,1,3,12,15,15,0,NA
"OKRE",26,1,3,1,11,6,5,0
"OKRE",30,1,3,4,15,9,6,2
"OKRE",30,1,3,10,15,9,6,5
"OKRW",3,1,3,1,9,5,4,1
"OKRW",5,1,3,5,5,3,2,2
"OKRW",5,1,3,8,15,12,3,0
"OKRW",5,1,3,9,9,8,1,0
"OKRW",7,1,3,6,1,0,1,0
"OKRW",8,1,3,3,2,0,2,1
"OKRW",14,1,3,2,2,0,2,0
"OKRW",22,1,3,7,8,6,2,1
"OKRW",24,1,3,4,5,1,4,4
"OSR",4,1,3,2,1,1,0,NA
"OSR",5,1,3,8,1,0,1,0
"OSR",8,1,3,9,8,6,1,0
"OSR",9,1,3,1,6,3,3,2
"OSR",11,1,3,3,8,5,3,2
"OSR",13,1,3,4,2,1,1,0
"OSR",19,1,3,7,3,0,3,0
"OSR",21,1,3,5,3,1,2,2
"OSR",29,1,3,6,15,13,2,2
"OSR",29,1,3,10,5,3,2,0
"S22",6,1,3,6,15,1,10,8
"S22",6,1,3,11,7,5,2,2
"S22",12,1,3,5,8,1,6,2
"S22",14,1,3,8,4,0,3,0
"S22",15,1,3,1,15,6,9,9
"S22",15,1,3,9,14,5,8,2
"S22",16,1,3,7,15,15,0,NA
"S22",16,1,3,12,15,12,3,1
"S22",18,1,3,4,15,0,10,5
"S22",18,1,3,10,15,1,10,5
"S22",21,1,3,2,6,0,5,5
"S22",31,1,3,3,13,5,8,4
"SM",1,1,3,9,15,2,10,6
"SM",2,1,3,7,15,0,10,0
"SM",2,1,3,14,15,0,10,0
"SM",103,1,3,3,15,4,10,1
"SM",4,1,3,5,15,0,10,3
"SM",4,1,3,13,15,0,10,2
"SM",8,1,3,1,14,5,9,9
"SM",14,1,3,2,15,0,10,3
"SM",14,1,3,11,8,0,8,5
"SM",17,1,3,4,15,0,10,1
"SM",17,1,3,12,10,0,10,0
"SM",22,1,3,10,12,1,10,0
"SM",23,1,3,6,10,5,5,3
"SM",26,1,3,8,13,4,9,7
"URS",5,1,3,4,14,11,3,3
"URS",5,1,3,6,15,8,7,6
"URS",5,1,3,7,14,9,5,2
"URS",5,1,3,8,11,7,4,2
"URS",8,1,3,1,4,0,4,0
"URS",10,1,3,3,9,0,6,2
"URS",20,1,3,2,11,1,9,3
"BG",41,2,1,9,15,10,5,1
"BG",41,2,1,15,14,4,10,6
"BG",42,2,1,5,15,3,10,3
"BG",45,2,1,2,15,5,10,2
"BG",45,2,1,11,15,1,10,1
"BG",49,2,1,10,15,9,6,2
"BG",50,2,1,1,15,2,10,10
"BG",51,2,1,6,15,6,9,5
"BG",52,2,1,3,13,6,7,5
"BG",52,2,1,12,15,3,10,3
"BG",57,2,1,8,15,5,10,5
"BG",57,2,1,14,15,9,6,2
"BG",58,2,1,4,15,14,1,1
"BG",59,2,1,7,15,14,1,0
"BR",40,2,1,9,15,12,3,3
"BR",44,2,1,8,15,0,10,0
"BR",47,2,1,5,15,7,8,7
"BR",49,2,1,10,15,9,6,5
"BR",50,2,1,4,15,4,9,2
"BR",50,2,1,6,15,10,5,3
"BR",50,2,1,15,15,0,10,3
"BR",52,2,1,7,15,12,3,2
"BR",53,2,1,1,15,3,10,9
"BR",53,2,1,12,15,13,2,2
"BR",56,2,1,2,15,4,10,10
"BR",56,2,1,14,15,4,10,2
"BR",57,2,1,3,15,0,10,10
"BR",57,2,1,11,4,0,4,0
"CF",40,2,1,10,15,11,4,1
"CF",42,2,1,8,15,8,7,7
"CF",45,2,1,9,15,13,2,0
"CF",48,2,1,2,15,12,3,3
"CF",48,2,1,12,14,14,0,NA
"CF",50,2,1,5,15,10,5,2
"CF",51,2,1,6,15,12,3,1
"CF",54,2,1,7,15,12,3,0
"CF",54,2,1,11,15,9,5,2
"CF",55,2,1,1,15,10,5,3
"CF",57,2,1,4,15,14,1,1
"CF",57,2,1,14,15,10,4,1
"CF",59,2,1,3,15,12,3,2
"CF",59,2,1,15,15,14,1,1
"CP3",41,2,1,9,15,7,7,5
"CP3",44,2,1,6,15,6,9,7
"CP3",44,2,1,11,11,2,9,5
"CP3",45,2,1,10,15,3,10,10
"CP3",45,2,1,14,15,5,10,4
"CP3",49,2,1,2,15,3,10,7
"CP3",52,2,1,4,15,11,3,3
"CP3",52,2,1,15,15,7,8,5
"CP3",53,2,1,3,15,3,10,10
"CP3",54,2,1,1,15,6,9,6
"CP3",55,2,1,7,15,9,6,5
"CP3",57,2,1,5,15,3,10,10
"CP3",57,2,1,12,15,8,7,6
"CP3",59,2,1,8,15,1,10,10
"DEM",40,2,1,4,15,13,2,0
"DEM",40,2,1,14,15,11,4,2
"DEM",44,2,1,8,15,10,5,4
"DEM",45,2,1,2,15,12,3,0
"DEM",45,2,1,15,15,13,2,0
"DEM",47,2,1,5,15,11,4,3
"DEM",49,2,1,1,15,7,8,1
"DEM",49,2,1,10,15,11,4,0
"DEM",52,2,1,6,15,11,3,0
"DEM",54,2,1,9,15,12,3,0
"DEM",55,2,1,7,15,14,1,0
"DEM",55,2,1,11,15,12,3,2
"DEM",57,2,1,3,15,13,2,1
"DEM",57,2,1,12,15,12,3,0
"DLW",40,2,1,5,15,2,10,10
"DLW",40,2,1,12,15,2,10,8
"DLW",42,2,1,3,15,10,5,5
"DLW",44,2,1,9,15,14,1,1
"DLW",44,2,1,15,15,9,6,3
"DLW",46,2,1,4,15,13,2,1
"DLW",49,2,1,1,15,12,3,3
"DLW",49,2,1,10,15,12,3,1
"DLW",50,2,1,6,15,12,3,2
"DLW",50,2,1,11,15,8,7,5
"DLW",52,2,1,7,15,14,1,0
"DLW",55,2,1,8,15,14,1,0
"DLW",56,2,1,2,15,14,1,0
"DLW",56,2,1,14,15,7,7,4
"EC",40,2,1,3,15,3,10,8
"EC",42,2,1,4,15,3,9,3
"EC",45,2,1,8,15,8,7,6
"EC",45,2,1,14,15,2,10,3
"EC",47,2,1,9,15,0,10,0
"EC",50,2,1,2,15,6,9,5
"EC",50,2,1,11,15,2,10,4
"EC",51,2,1,6,15,12,3,3
"EC",51,2,1,12,15,8,7,3
"EC",54,2,1,1,15,4,10,5
"EC",56,2,1,10,15,15,0,NA
"EC",58,2,1,5,15,4,10,9
"EC",58,2,1,15,15,10,5,5
"EC",59,2,1,7,15,8,7,6
"FR",40,2,1,6,15,15,0,NA
"FR",40,2,1,12,15,15,0,NA
"FR",44,2,1,5,15,11,4,4
"FR",44,2,1,11,15,12,3,3
"FR",46,2,1,3,15,14,1,1
"FR",50,2,1,1,15,11,4,2
"FR",50,2,1,9,15,13,2,1
"FR",52,2,1,7,15,13,2,1
"FR",54,2,1,2,15,9,6,5
"FR",54,2,1,14,15,11,4,1
"FR",55,2,1,4,15,13,2,2
"FR",55,2,1,15,15,12,3,1
"FR",59,2,1,8,15,13,2,1
"GCN",40,2,1,6,15,9,6,2
"GCN",40,2,1,11,7,2,5,3
"GCN",42,2,1,10,15,0,10,0
"GCN",46,2,1,9,15,7,8,5
"GCN",48,2,1,5,15,4,10,10
"GCN",50,2,1,7,15,5,10,9
"GCN",50,2,1,12,15,10,5,5
"GCN",53,2,1,3,15,3,10,9
"GCN",53,2,1,15,15,10,4,0
"GCN",54,2,1,8,15,7,8,2
"GCN",54,2,1,14,15,3,10,4
"GCN",55,2,1,2,15,10,5,4
"GCN",56,2,1,1,15,6,9,6
"GCN",58,2,1,4,15,14,1,1
"KYE",40,2,1,2,15,3,10,9
"KYE",40,2,1,15,15,9,6,6
"KYE",44,2,1,3,15,10,5,4
"KYE",47,2,1,4,15,1,10,7
"KYE",48,2,1,1,15,1,10,10
"KYE",51,2,1,5,15,0,10,9
"KYE",51,2,1,14,15,6,9,3
"KYE",52,2,1,6,15,10,5,4
"KYE",52,2,1,12,15,9,6,4
"KYE",54,2,1,10,15,10,5,4
"KYE",55,2,1,7,15,6,8,1
"KYE",55,2,1,11,15,3,10,0
"KYE",56,2,1,8,15,2,10,7
"KYE",57,2,1,9,15,6,9,3
"LCE",41,2,1,2,15,11,3,3
"LCE",41,2,1,14,15,8,7,3
"LCE",44,2,1,3,14,14,0,NA
"LCE",47,2,1,4,15,2,10,5
"LCE",47,2,1,12,15,4,10,7
"LCE",49,2,1,7,15,15,0,NA
"LCE",51,2,1,5,15,8,7,7
"LCE",51,2,1,15,15,10,4,1
"LCE",52,2,1,9,15,7,8,6
"LCE",54,2,1,1,15,5,10,10
"LCE",55,2,1,6,15,3,9,0
"LCE",56,2,1,10,15,0,10,4
"LCE",58,2,1,8,15,8,7,6
"LCE",58,2,1,11,7,6,1,0
"LCW",41,2,1,2,15,3,10,8
"LCW",44,2,1,10,15,9,6,5
"LCW",46,2,1,8,15,3,10,8
"LCW",46,2,1,15,15,12,3,1
"LCW",48,2,1,9,15,14,1,1
"LCW",48,2,1,14,15,9,6,0
"LCW",50,2,1,4,15,11,2,0
"LCW",51,2,1,6,15,12,3,3
"LCW",54,2,1,5,15,9,6,5
"LCW",55,2,1,1,15,9,5,3
"LCW",55,2,1,11,15,10,5,4
"LCW",56,2,1,7,15,12,3,3
"LCW",56,2,1,12,15,9,6,5
"LCW",57,2,1,3,15,5,10,5
